STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Protip_Early_4,Have a suggestion or want to yell profane things at me?  Use the feedback form on the main menu!,,¿Tienes una sugerencia o quieres gritarme epítetos? ¡Usa el formulario de comentarios en el menú principal!,有什么意见或建议吗？用主菜单上的反馈表联系我们吧！,Hast du einen Vorschlag oder willst du mich anschreien? Dann nutze das Feedback-Formular im Hauptmenü!,Tem alguma sugestão ou deseja me xingar? Use o formulário de comentário no menu principal!,Vous avez une suggestion ou voulez simplement me qualifier de tout un tas de chose pas très sympa ? Utilisez le formulaire du menu principal !,Есть какие-то предложения или просто хочешь наорать на меня? Воспользуйся формой для отзывов в главном меню!,제안이 있거나 제게 모독적인 말을 소리치고 싶은가요? 기본 메뉴의 피드백 양식을 사용하세요!
Protip_Early_5,People generally won't attack you unless provoked in some way.,,Las personas generalmente no te atacarán a menos que las provoques de alguna manera.,除非你主动挑衅，否则大多数人不会主动攻击你。,"Die Leute greifen dich im Allgemeinen nicht an, wenn du sie nicht irgendwie provozierst.",As pessoas geralmente não atacam você a não ser que sejam provocadas de alguma forma.,Les gens n'attaquent généralement que si vous les provoquez d'une manière ou d'une autre.,"Обычно, люди не нападают на тебя сами. Если только ты их не провоцируешь.",사람들은 일반적으로 자극이 없으면 당신을 공격하지 않습니다.
Protip_Early_6,Usable items are automatically placed in your toolbar slots.,,Los objetos utilizables se colocan automáticamente en las ranuras de tu barra de herramientas.,可使用的道具会自动放到你的物品栏栏位中。,Benutzbare Gegenstände werden automatisch in den Slots deiner Symbolleiste platziert.,Itens utilizáveis são colocados automaticamente em slots de sua barra de ferramentas.,Les objets utilisables sont automatiquement placés dans la barre de raccourcis.,Используемые предметы автоматически помещаются на панель действий.,사용 가능한 아이템이 도구 모음 슬롯에 자동으로 배치됩니다.
Protip_Early_7,You can avoid most enemy bullets by running circles around your opponent.,,Puedes correr en círculos alrededor de tus enemigos para esquivar la mayoría de los balazos de tus enemigos.,绕着对手跑圈，能让你躲避他的大多数子弹。,"Den meisten feindlichen Kugeln kannst du entkommen, wenn du Kreise um deinen Gegner drehst.",Você pode evitar as balas correndo em circulo ao redor do seu oponente.,Vous pouvez éviter la plupart des balles tirées par un ennemi en tournant en rond autour de votre adversaire.,"Ты можешь увернуться от большинства пуль, просто нарезая круги вокруг врага.",상대방 주위에 원을 그리며 달려서 적의 총알 대부분을 피할 수 있습니다.
Protip_Early_8,Remember your 'Quick Health' button!,,"¡No olvides tu botón de ""Salud Rápida""!",别忘了使用“快速生命值”按钮！,Denk an deine taste „Schnelle Gesundheit“!,"Lembre-se de seu botão de ""Energia Rápida""!",N'oubliez pas le bouton 'Soin éclair' !,Не забывай про кнопку «Быстрое лечение»!,빠른 헬스' 버튼을 기억해요!
Protip_1,"If you do something shady in front of a property owner, they're probably not going to like it.",,"Si haces algo turbio frente al dueño de una propiedad, probablemente no le guste.",在房主面前鬼鬼祟祟会惹人厌。,"Wenn du etwas Dubioses vor einem Grundstückseigentümer tust, wird ihm das wahrscheinlich nicht sehr gut gefallen.","Se você fizer algo suspeito na frente de um dono de propriedade, eles provavelmente não gostarão disso.","Si vous faites quelque chose de louche devant une propriété et son propriétaire, ce dernier risque de ne pas aimer.","Если ты сделаешь что-то противозаконное на глазах у владельца, ему это вряд ли понравится.","당신이 집주인 앞에서 떳떳하지 못한 걸 한다면, 그들은 아마 좋아하지 않을 거예요."
Protip_2,"Assess the situation before you act, or you may end up kinda dead.",,"Evalúa la situación antes de actuar, o podrías terminar menos vivo de lo deseable.",谋定而后动，不然你很可能会挂掉。,"Beurteile die Lage, bevor du handelst, sonst könntest du vielleicht draufgehen.","Avalie a situação antes de agir, ou você pode acabar meio que morto.","Évaluez la situation avant d'agir, ou vous risquez d'y passer.","Сначала спланируй, оцени ситуацию. А то можешь слегка того, умереть.",행동하기 전에 상황을 평가하세요. 그렇지 않으면 죽게 될 수 있어요.
Protip_3,"When you spot a locked door or safe, there's probably a key nearby.",,"Cuando veas una puerta o caja fuerte cerrada con llave, seguramente la llave no esté lejos.",如果你发现上锁的门或保险箱，那钥匙很可能就在附近。,"Wenn du eine verschlossene Tür oder einen Tresor entdeckst, gibt es wahrscheinlich irgendwo in der Nähe einen Schlüssel.","Quando você encontrar uma porta ou cofre trancado, provavelmente haverá uma chave por perto.","Quand vous repérez une porte ou un coffre-fort, dites-vous que la clé est probablement pas loin.","Если ты видишь сейф или запертую дверь, скорее всего, где-то поблизости есть ключ.","잠긴 문이나 금고를 발견하면, 근처에 아마 키가 있을 겁니다."
Protip_4,Have a suggestion or want to yell profane things at me?  Use the feedback form on the main menu!,,¿Tienes una sugerencia o quieres gritarme epítetos? ¡Usa el formulario de comentarios en el menú principal!,有什么意见或建议吗？用主菜单上的反馈表联系我们吧！,Hast du einen Vorschlag oder willst du mich anschreien? Dann nutze das Feedback-Formular im Hauptmenü!,Tem alguma sugestão ou deseja me xingar? Use o formulário de comentário no menu principal!,Vous avez une suggestion ou voulez simplement me qualifier de tout un tas de choses pas très sympa ? Utilisez le formulaire du menu principal !,Есть какие-то предложения или просто хочешь наорать на меня? Воспользуйся формой для отзывов в главном меню!,제안이 있거나 제게 모독적인 말을 소리치고 싶은가요? 기본 메뉴의 피드백 양식을 사용하세요!
Protip_5,People generally won't attack you unless provoked in some way.,,Las personas generalmente no te atacarán a menos que las provoques de alguna manera.,除非你主动挑衅，否则大多数人不会主动攻击你。,"Die Leute greifen dich im Allgemeinen nicht an, wenn du sie nicht irgendwie provozierst.",As pessoas geralmente não atacam você a não ser que sejam provocadas de alguma forma.,Les gens n'attaquent généralement que si vous les provoquez d'une manière ou d'une autre.,"Обычно, люди не нападают на тебя сами. Если только ты их не провоцируешь.",보통 사람들은 어떤 식으로든 자극하지 않는 한 당신을 공격하지 않을 겁니다.
Protip_6,Usable items are automatically placed in your toolbar slots.,,Los objetos utilizables se colocan automáticamente en las ranuras de tu barra de herramientas.,可使用的道具会自动放到你的物品栏栏位中。,Benutzbare Gegenstände werden automatisch in den Slots deiner Symbolleiste platziert.,Itens utilizáveis são colocados automaticamente em slots de sua barra de ferramentas.,Les objets utilisables sont automatiquement placés dans la barre de raccourcis.,Используемые предметы автоматически помещаются на панель действий.,사용 가능한 아이템이 도구 모음 슬롯에 자동으로 배치됩니다.
Protip_7,You can avoid most enemy bullets by running circles around your opponent.,,Puedes correr en círculos alrededor de tus enemigos para esquivar la mayoría de los balazos de tus enemigos.,绕着对手跑圈，能让你躲避他的大多数子弹。,"Den meisten feindlichen Kugeln kannst du entkommen, wenn du Kreise um deinen Gegner drehst.",Você pode evitar as balas correndo em circulo ao redor do seu oponente.,Vous pouvez éviter la plupart des balles tirées par un ennemi en tournant en rond autour de votre adversaire.,"Ты можешь увернуться от большинства пуль, просто нарезая круги вокруг врага.",상대방 주위에 원을 그리며 달려서 적의 총알 대부분을 피할 수 있습니다.
Protip_8,Remember your 'Quick Health' button!,,"¡No olvides tu botón de ""Salud Rápida""!",别忘了使用“快速生命值”按钮！,Denk an deine taste „Schnelle Gesundheit“!,"Lembre-se de seu botão de ""Energia Rápida""!",N'oubliez pas le bouton 'Soin éclair' !,Не забывай про кнопку «Быстрое лечение»!,빠른 헬스' 버튼을 기억해요!
Protip_9,"If you avoid your opponent long enough, they'll run out of ammunition.",,"Si esquivas a tu oponente durante un tiempo suficiente, se le acabarán las municiones.",只要你躲避对手的时间足够长，他们的子弹迟早会打光。,"Wenn du deinem Gegner lange genug ausweichst, hat er irgendwann keine Munition mehr.","Se você evitar seus oponentes por tempo suficiente, eles ficarão sem munição.","Si vous esquivez votre adversaire assez longtemps, il va manquer de munitions.","Если у тебя получится уворачиваться от выстрелов достаточно долго, рано или поздно у врага закончится амуниция.","상대방을 충분히 오래 피하면, 그들의 탄약이 떨어지게 됩니다."
Protip_10,Use windows to your advantage often.,,Usa las ventanas a tu favor con frecuencia.,记得好好利用窗户。,Nutze oft Fenster zu deinem Vorteil.,Aproveite-se das janelas frequentemente.,N'oubliez pas d'utiliser les fenêtres à votre avantage.,"Не забывай, что можешь использовать окна в своих целях.",종종 어드밴티지에 창을 사용하세요.
Protip_11,"If you hire a gangster, be careful not to get near rival gangsters.",,"Si contratas un gángster, ten cuidado de no acercarte a gángsteres rivales.",如果你招募了流氓，记得让他躲开对头帮派的成员。,"Wenn du einen Gangster anheuerst, sei vorsichtig, nicht in die Nähe von rivalisierenden Gangstern zu kommen.","Se você contratar um gangster, tome cuidado para não passar por perto de gangsters rivais.","Si vous engagez un gangster, faites attention à ne pas vous approcher des gangsters rivaux.","Если нанимаешь гангстера, не подходи близко к гангстерам из вражеской банды.","갱스터를 고용하는 경우, 라이벌 갱스터 가까이 가지 않도록 조심하세요."
Protip_12,"Syringes can be ""tested"" on other people.",,"Las jeringas se pueden ""probar"" en otras personas.",你可以在其他人身上“测试”注射器的效果。,Spritzen können an anderen Leuten „getestet“ werden.,"As seringas podem ser ""testadas"" em outras pessoas.","Les seringues peuvent être ""testées"" sur d'autres personnes.",Шприцы можно «тестировать» на других людях.,"주사기를 다른 사람에게 ""테스트""할 수 있습니다."
Protip_13,Bouncers won't like it if you try to walk past without bribing them.,,A los gorilas no les gusta que intentes pasar frente a ellos sin sobornalos.,经过保镖时记得要贿赂他们，不然他们会不高兴的。,"Türsteher mögen es nicht, wenn du versuchst, an ihnen vorbeizugehen ohne sie zu bestechen.",Os Seguranças não vão gostar se você tentar passar sem pagar suborná-los.,"Les videurs n'aiment pas qu'on tente d'entrer sans leur laisser un ""pourboire"".","Вышибалы не любят, когда ты пытаешься пройти, не подкупив их.",당신이 바운서들에게 뇌물을 주지 않고 지나치려고 하면 그들이 좋아하지 않을 겁니다.
Protip_14,"Sometimes, the best solution is to just blow it up.",,"A veces, la mejor solución es simplemente hacerlo explotar.",有时候，炸掉是最简单的解决方案。,"Manchmal besteht die beste Lösung darin, alles in die Luft zu jagen.","As vezes, a melhor solução é simplesmente fazê-lo explodir.","Des fois, la meilleure solution est de tout faire péter.","Иногда, лучшее решение — просто взорвать все к чертовой бабушке.","때때로, 최고의 솔루션은 그냥 폭파시키는 것입니다."
Protip_15,Angry property owners won't follow you forever -- they'll leash back to their property.,,Los propietarios de inmuebles enojados no te seguirán para siempre. Volverán a su propiedad.,愤怒的房主不会一直跟着你，他们会偷偷溜回自己的家。,Wütende Grundstücksbesitzer folgen dir nicht in alle Ewigkeit -- sie kehren zurück zu ihrem Grundstück.,Donos de propriedades raivosos não seguirão você para sempre -- eles voltarão para a propriedade deles.,Les propriétaires en colère ne vous suivent pas éternellement. Il finissent toujours par rentrer chez eux.,Озлобленные хозяева не будут гнаться за тобой вечно — рано или поздно они вернуться к себе.,성 집주인들은 당신을 영원히 따라가지 않을 겁니다. 그들은 자신의 소유지로 돌아갈 것입니다.
Protip_16,Need someone neutralized?  Find ways of pitting people against each other!,,¿Necesitas neutralizar a alguien? ¡Busca formas de hacer enfrentar a las personas entre si!,想让谁消失？那就想办法让他们斗起来！,"Jemand muss neutralisiert werden? Finde eine Möglichkeit, Leute gegeneinander auszuspielen!",Precisa neutralizar alguém? Encontre uma forma de colocar as pessoas umas contra as outras!,Besoin de neutraliser une personne ? Essayez de trouver quelqu'un à lui opposer !,"Нужно нейтрализовать кого-то? Просто придумай способ, как стравить его с кем-то другим!",누군가를 무력화해야 하나요? 사람들이 서로 싸우게 하는 방법을 찾아요!
Protip_17,"Eat healthy foods.  Not in the game, in real life.  It has no effect in the game.",,"Come alimentos saludables. No en el juego, en la vida real. En el juego no tiene efecto alguno.",注意饮食健康。我不是说在游戏里，是现实生活中。虽然这对游戏没啥影响。,"Nimm gesunde Lebensmittel zu dir. Nicht im Spiel, sondern im echten Leben. Im Spiel hat das keine Auswirkungen.","Coma alimentos saudáveis. Não no jogo, na vida real. Isso não tem efeito no jogo.","Mangez de la nourriture saine. Pas en jeu : dans la vraie vie. En jeu, ça ne change rien.",Питайся правильно. В жизни. В игре-то это не важно.,건강한 음식을 먹어요. 게임에서가 아니라 실생활에서요. 게임에서는 효과가 없습니다.
Protip_18,"A door opening only makes a soft noise, so only characters that are very close can hear it.",,"Abrir una puerta solo hace un ruido suave, por lo que solo la oirán los personajes que estén muy próximos.",开门时只会产生轻微的噪声，因此只有非常近的角色才能听到开门声。,"Das Öffnen einer Tür macht nur ein leises Geräusch, also können es nur Spielfiguren hören, die ganz in der Nähe sind.","Abrir uma porta só faz um ruído suave, então apenas os personagens que estiverem muito próximos conseguiram ouvir.",Ouvrir une porte ne fait pas beaucoup de bruit. Seuls les personnages très proches l'entendront.,"Дверь открывается довольно тихо, услышать это могут лишь стоящие рядом люди.","문 열기는 약간의 소음만 내므로, 매우 가까이에 있는 캐릭터만 이 소리를 들을 수 있습니다."
Protip_19,"If you hit your opponent really hard, they might go flying through a wall if it's weak enough!",,"Si golpeas a tu oponente bien fuerte, puede que atraviesen una pared volando si es lo suficientemente débil.",如果你拼命击打对手，而且墙壁不够厚，那他可能把墙砸穿。,"Wenn du deinen Gegner richtig hart triffst, könnte er durch eine Wand fliegen, wenn die dünn genug ist!","Se você acertar seu oponente com muita força, eles podem voar por uma parede, se ela for fraca o suficiente!","Si vous frappez très fort un adversaire, il peut défoncer un mur si ce dernier n'est pas très solide !","Если ты достаточно сильно ударишь противника, он может пробить собой стену! Если она достаточно хлипкая...","상대방을 정말 세게 쳤는데, 상대방이 충분히 약하다면 그들이 벽으로 날아갈 수 있어요!"
Protip_20,You can knock down some walls if you're super strong.,,Puede derribar algunas paredes si eres super fuerte.,只要你够强，那破墙而入也不是问题。,"Manche Wände kannst du niederreißen, wenn du superstark bist.",Você pode derrubar algumas paredes se for super forte.,Vous pouvez défoncer certains murs si vous êtes assez fort.,"Если ты очень силен, ты можешь прошибать стены. Некоторые из них.",강력하다면 벽을 부술 수 있어요.
Protip_21,"If you're aligned with someone and you accidentally hit them, damage will be diminished.",,"Si estás alineado con alguien y lo golpeas accidentalmente, el daño se reducirá.",如果你和别人结盟但不小心打到了他们，伤害会减弱。,"Wenn du mit jemandem verbündet bist und ihn versehentlich schlägst, wird der Schaden verringert.","Se você for aliado de alguém e acidentalmente acertá-lo, o dano será reduzido.","Si vous touchez accidentellement un de vos associés, les dégâts seront diminués.","Если ты случайно ударяешь союзника, урон будет снижен.",누군가와 제휴했는데 실수로 그를 친 경우 데미지가 줄어듭니다.
Protip_22,Study the different characters' personalities and learn to take advantage of them!,,¡Estudia las distintas personalidades de los personajes y aprende a aprovecharlas!,好好研究每个角色的性格，然后利用起来。,"Analysiere die verschiedenen Persönlichkeiten der Spielfiguren und lerne, wie du daraus einen Vorteil ziehen kannst!",Estude as diferentes personalidades dos personagens e aprenda a tirar vantagem delas!,Étudiez les personnalités des différents personnages et apprenez à les exploiter !,Изучи особенности каждого из персонажей и пусть они помогают тебе!,서로 다른 캐릭터의 성격을 연구하고 그들을 활용하는 걸 배우세요!
Protip_23,"Your melee weapons only lose durability when hitting other people, not objects.  So whack away!",,"Tus armas de combate cuerpo a cuerpo sólo pierden durabilidad al golpear a otras personas, no objetos. ¡Así que golpea sin lástima!",只有攻击人而不是物体时，近战武器才会损失耐久度。尽情打砸吧！,"Deine Nahkampfwaffen verlieren nur Haltbarkeit, wenn sie andere Leute treffen, bei Objekten nicht. Also schlag zu!","Sua arma de ataque físico só perde durabilidade quando acerta outra pessoa, não objetos. Então bota para quebrar!","Vos armes de corps-à-corps ne perdent de durabilité que quand vous touchez d'autres personnes, pas des objets. Prenez-vous pour un nain vert !","Оружие ближнего боя теряет прочность только тогда, когда ты попадаешь по другим людям. Разбивать всякую всячину ты можешь бесконечно долго!",근접 무기는 물체가 아닌 다른 사람을 칠 때에만 내구성을 잃습니다. 후려쳐서 공격하세요!
Protip_24,"If someone tells you to leave, you probably pissed them off good.  And you'd better leave.",,"Si alguien te invita a retirarte, seguramente lo hayas cabreado. Y será mejor que te vayas.",如果有人叫你滚开，那可能是因为你把他们惹毛了。这时候，还是夹起尾巴乖乖离开的好。,"Wenn jemand dich wegjagt, hast du ihn wahrscheinlich ziemlich wütend gemacht. Und dann gehst du besser.","Se alguém mandar você ir embora, você provavelmente o irritou. E é melhor você ir.","Si quelqu'un vous dit de partir, vous l'avez probablement énervé pour de bon. Vous feriez mieux de partir.","Если кто-то просит тебя уйти, наверное, они очень на тебя разозлились. лучше уйти по-хорошему.","누군가가 당신에게 떠나라고 말하는 경우, 아마 그들에게 화가 나겠죠. 그리고 당신이 떠나는 게 나아요."
Protip_25,You can hide behind some tall objects like shelves.,,"Puedes esconderte tras algunos objetos altos, como estanterías.",你可以躲在书架等高大的物体后面。,"Hinter einigen hohen Objekten kannst du dich verstecken, beispielsweise hinter Regalen.",Você pode se esconder atrás de alguns objetos altos como estantes.,Vous pouvez vous cacher derrière les grands objets comme les étagères.,"Ты можешь прятаться за некоторыми высокими предметами, вроде шкафов.",선반 같이 키가 큰 물체 뒤에 숨을 수 있습니다.
Protip_26,Your opponents may become more aggressive if you've equipped a projectile weapon.,,Tus oponentes pueden volverse más agresivos si has equipado un arma de proyectil.,如果你装备了射弹武器，那对手可能会变得更有攻击性。,"Deine Gegner können aggressiver werden, wenn du eine Schusswaffe ausgerüstet hast.",Seus oponentes podem ficar mais agressivos se você equipar uma arma de fogo.,Vos adversaires peuvent devenir plus agressifs si vous équipez une arme à projectiles.,"Если у тебя в руках стрелковое оружие, люди могут быть более агрессивны по отношению к тебе.",발사체 무기를 장착한 경우 상대방이 더 공격적으로 될 수 있습니다.
Protip_27,Hitting multiple opponents with a melee weapon costs the same durability as hitting one.,,Golpear a múltiples oponentes con un arma cuerpo a cuerpo cuesta la misma durabilidad que golpear a uno.,使用近战武器攻击多个对手与攻击一个人的耐久度消耗一样。,Das Treffen mehrerer Gegner mit einer Nahkampfwaffe kostet genauso viel Haltbarkeit wie das Treffen eines Gegners.,Acertar vários oponentes com uma arma de ataque físico custa a mesma durabilidade do que acertar um.,Frapper plusieurs adversaires avec une arme de corps-à-corps coûte autant de durabilité que d'en frapper qu'un.,"Попадание по нескольким противникам сразу отнимает у оружия ближнего боя столько же прочности, сколько и попадание по одному противнику.",근접 무기로 여러 상대방을 치면 하저를 치는 것과 동일하게 내구성이 손실됩니다.
Protip_28,Your opponents can't see around corners -- use this to your advantage.,,Tus oponentes no pueden ver a la vuelta de las esquinas. Utiliza esto a tu favor.,你的对手看不见角落四周，利用好这一点。,Deine Gegner können nicht um die Ecke schauen -- mach dir das zunutze.,Seus oponentes não podem ver atrás das esquinas -- use isso a seu favor.,Vos adversaires ne voient pas derrière les coins. Utilisez cela à votre avantage.,Твои противники не могут заглядывать за угол — это твое неоспоримое преимущество.,상대방은 모퉁이 주위를 볼 수 없습니다. 이를 이점으로 사용하세요.
Protip_29,"If you knock someone out while they're lying in bed, no one will suspect anything.",,"Si noqueas alguien mientras estás tumbado en la cama, nadie sospechará nada.",如果你击昏了原本就躺在床上的人，那就不会有人怀疑。,"Wenn du jemanden k.o. schlägst, der im Bett liegt, wird niemand etwas vermuten.","Se você derrubar alguém enquanto ele está deitado na cama, ninguém suspeitará de nada.","Si vous assommez quelqu'un pendant qu'il est dans un lit, personne ne suspectera quoi que ce soit.","Если ты вырубишь кого-то лежащего в кровати, никто ничего не заподозрит.","누군가 침대에 누워 있는 동안 한 방 날리면, 아무도 아무것도 의심하지 않을 겁니다."
Protip_30,"If you pick up a melee weapon that you already own, its durability will be added to current durability.",,"Si recoges un arma cuerpo a cuerpo que ya tienes, se agregará su durabilidad a la durabilidad de la actual.",如果你捡起了你已经拥有的近战武器，那它的耐久度会增加到当前耐久度中。,"Wenn du eine Nahkampfwaffe aufhebst, die du bereits besitzt, wird die Haltbarkeit zur aktuellen Haltbarkeit hinzugefügt.","Se você pegar uma arma de ataque físico que já possui, sua durabilidade será adicionada à durabilidade atual.","Si vous ramassez une arme de corps-à-corps que vous possédez déjà, sa durabilité sera ajoutée à celle qu'il vous reste.","Если ты подбираешь такое оружие ближнего боя, как у тебя уже есть, их запас прочности сложится вместе.","이미 소유한 근접 무기를 들면, 이 무기의 내구성이 현재 내구성에 추가됩니다."
Protip_31,Seen a bug lately?  Report it using the Feedback form on the main menu.,,¿Has encontrado algún error últimamente? Infórmanos mediante el formulario de comentarios del menú principal.,发现了游戏 bug？请使用主菜单上的反馈表报告。,Du hast einen Fehler entdeckt? Melde ihn über das Feedback-Formular im Hauptmenü.,Viu algum bug últimamente? Informe utilizando o formulário de Comentário no menu principal.,Vous avez vu passer un bogue ? Signalez-le via le formulaire du menu principal.,Баги? Ошибки? Сообщая о них через форму для отзывов в главном меню.,최근에 버그를 본 적 있어요? 기본 메뉴의 피드백을 사용하여 버그를 보고하세요.
Protip_32,People won't follow you between levels if they consider the current level their home.,,Las personas no te seguirán de un nivel a otro si consideran que el nivel actual es su hogar.,如果大家把当前关卡当成了自己的家，那他们将不会跟你去其他关卡。,"Leute folgen dir nicht zwischen Levels, wenn sie im aktuellen Level zu Hause sind.",As pessoas não seguirão você entre os níveis se elas considerarem o nível atual seu lar.,Les personnes ne vous suivent pas dans le niveau suivant si elles considèrent qu'elles sont chez elles dans l'actuel.,"Люди не пойдут за тобой на другой уровень, если они считаю этот уровень своим домом.",사람들이 현재 레벨을 자신의 홈으로 생각하는 경우 이들은 레벨 사이에 당신을 따라가지 않을 겁니다.
Protip_33,"If people spot you near a body, they may not be thrilled with the results of your handiwork.",,"Si la gente te ve cerca de un cuerpo, puede que no queden encantados con los resultados de tu obra.",就算人们在你身边发现尸体，他们很可能也不会大惊小怪。,"Wenn Leute in der Nähe eine Leiche entdecken, sind sie wahrscheinlich nicht sehr begeistert von den Ergebnissen deines Werkes.","Se pessoas virem você próximo a um corpo, elas podem não ficar muito felizes com o resultado de sua obra.","Si des personnes vous trouvent près d'un corps, elles n'apprécieront peut-être pas votre œuvre.","Если люди увидят тебя над телом, они вряд ли будут радоваться результатам твоих трудов.","사람들이 몸 가까이서 당신을 발견하면, 수제품 결과에 흥분하지 않을 수 있습니다."
Protip_34,You can operate switches from a distance with bullets or thrown items.,,Puede operar interruptores a distancia con balas u objetos que arrojes.,你可以使用子弹或投掷道具来从远处操纵开关。,Schalter kannst du mit Kugeln oder Wurfgegenständen auch aus der Ferne betätigen.,Você pode operar interruptores à distância com balas ou jogando itens.,Vous pouvez actionner des boutons à distance avec des balles ou des objets à lancer.,Ты можешь переключать выключатели издалека — стреляя в них или бросая какие-нибудь предметы.,총알이나 던진 아이템으로 멀리서 스위치를 작동할 수 있습니다.
Protip_35,Bullets can pass through lasers without detection.  Thrown items cannot...,,Las balas de pueden pasar a través de láseres sin ser detectadas. Los artículos lanzados no...,子弹可以穿过激光而不触发警报，投掷的道具就不行……,"Kugeln können durch Laser fliegen, ohne entdeckt zu werden. Wurfgegenstände nicht...",Balas podem passar por lasers sem serem detectadas. Jogar itens não pode...,"Les balles traversent les lasers sans être détectées. Les objets lancés, non...","Пули пролетают через лазеры незамеченными, а вот брошенные предметы — нет...",총알은 감지되지 않고 레이저를 통과할 수 있습니다. 던진 아이템은 ...할 수 없습니다.
Protip_36,"If you're tasked with retrieving an item from someone, they may be willing to barter for it.",,"Si estás encargado de obtener un artículo de alguien, pueden estar dispuestos a cambiarlo por otra cosa.",如果有人让你去取回什么道具，那你可以让他给你点好处。,"Wenn du die Aufgabe hast, von jemandem einen Gegenstand zu erhalten, könnte dieser jemand vielleicht zum Tausch bereit sein.","Se você estiver encarregado de recuperar um item de alguém, ele pode estar dispostos a trocá-lo por outra coisa.","Si on vous demande de récupérer un objet auprès de quelqu'un, ce dernier peut être ouvert à la négociation.","Если тебе нужно получить у кого-то какую-то вещь, может быть, тебе удастся просто выторговать ее.","누군가에게서 아이템을 가져오는 일을 맡는다면, 그들이 기꺼이 물물 교환하려고 할 수 있습니다."
Protip_37,Security cameras have a blind spot near their base.,,Las cámaras de seguridad tienen un punto ciego cerca de su base.,监控摄影机下方是它的盲点。,Überwachungskameras haben einen blinden Fleck in der Nähe ihres Standpunktes.,As câmeras de segurança possuem um ponto cego próximo à base.,Les caméras de sécurité ont un angle mort à leur base.,У камер наблюдения есть слепая зона под местом крепления.,보안 카메라는 밑받침 근처에 맹점이 있습니다.
Protip_38,Door detonators can be triggered with thrown items or bullets.,,Los detonadores de puerta se pueden accionar con objetos arrojados o balas.,可以通过投掷道具或子弹触发破门雷管。,Türsprenger können mit Wurfgegenständen oder Kugeln ausgelöst werden.,Os detonadores de porta podem ser acionados com itens jogados ou balas.,Les détonateurs de porte peuvent être déclenchés par un objet à lancer ou une balle.,Детонаторы на дверях можно подорвать бросив какой-нибудь предмет или выстрелив в дверь.,문 기폭 장치는 아이템이나 총알로 트리거할 수 있습니다.
Protip_39,The color of security lasers indicates how bad of an idea it is to cross them.,,El color de los láseres de seguridad indica qué tan mala idea es cruzarlos.,安保激光的颜色看上去就让人望而生畏。,"Die Farbe von Sicherheitslasern zeigt an, wie schlecht die Idee ist, sie zu kreuzen.",A cor dos lasers de segurança indica o quão ruim é a ideia de atravessá-los.,La couleur d'un laser de sécurité indique à quel point le traverser est une mauvaise idée.,"Цвет лазеров подсказывает, насколько плохая идея пересекать их.",보안 레이저의 색상은 얼마나 나쁜 아이디어가 그들을 교차하는 나타냅니다.
Tut_FirstDialogue_1,"So, you want to join the Resistance, eh?",,"¿Así que, quieres unirte a la resistencia, eh?",这么说，你想加入抵抗组织，对吗？,Du willst also dem Widerstand beitreten?,"Então, você deseja unir-se à Resistência, heim?","Alors comme ça on veut rejoindre la Résistance, hein ?","Ну что, хочешь в Сопротивление, а?","그럼, 저항군에 합류하려고 하나요?"
Tut_FirstDialogue_2,"Well, there's something you should know: Our standards for entry are extremely high!",,"Bueno, hay algo que deberías saber: ¡nuestros estándares para el ingreso son muy altos!",这样啊，那有些事你应该知道：我们的加入标准可是很高的！,"Nun, es gibt etwas, das du wissen solltest: Unsere Ansprüche zur Aufnahme sind äußerst hoch!","Bem, você precisa saber de algo: Nossos padrões para entrada são extremamente altos!","Eh bien, vous devez savoir quelque chose : nous sommes très exigeants en matière de recrutement !","Что ж, тебе нужно понять, у нас очень высокие стандарты!","음, 당신이 알아야 할 게 있어요. 가입에 대한 우리의 기준은 매우 높습니다!"
Tut_FirstDialogue_3,"I'd offer words of encouragement, but I seriously doubt you're going to get very far.",,"Te daría unas palabras de aliento, pero dudo seriamente de que vayas a llegar lejos.",我本该鼓励你两句，不过我严重怀疑你能坚持多久。,"Ich würde dir gern ermutigende Worte zusprechen, aber ich bezweifle wirklich, dass du besonders weit kommen wirst.","Eu poderia oferecer algumas palavras de encorajamento, mas realmente não acredito que você vá chegar muito longe.","J'aurais bien quelques mots d'encouragement, mais je ne pense pas que vous irez très loin.","Я бы приободрил тебя, но сомневаюсь, что у тебя что-то получится.",격려의 말을 전하겠습니다. 하지만 당신이 멀리 갈 수 있을지 의문입니다.
Tut_MoveAroundK_1,Your first task is to move around!  Use,,¡Su primera tarea es moverte! Usa,你的第一个任务是四处走动走动！使用,"Deine erste Aufgabe besteht darin, umherzulaufen! Verwende",Sua primeira tarefa é se mover! Use,Votre première tâche sera de vous déplacer ! Utilisez,Первое твое задание — подвигаться! Используй,첫 번째 할 일은 돌아다니는 겁니다! 사용:
Tut_MoveAroundJ_1,Your first task is to move around!  Use the left stick!,,¡Su primera tarea es moverte! ¡Usa el joystick izquierdo!,你的第一个任务是四处走动走动！使用左摇杆！,"Deine erste Aufgabe besteht darin, umherzulaufen! Verwende den linker Stick!",Sua primeira tarefa é se mover! Use o controle esquerdo!,Votre première tâche sera de vous déplacer ! Utilisez le joystick gauche!,Первое твое задание — подвигаться! Используй левый джойстик!,첫 번째 할 일은 돌아다니는 겁니다! 왼쪽 아날로그 스틱을 사용하세요!
