STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Checkerboard2,Checkerboard (Red),,Checkerboard (rojo),棋盘（红）,Schachbrett (rot),Checkerboard (vermelho),Checkerboard (Rouge),Checkerboard (красный),바둑판 (레드)
OfficeFloor,Office,,Oficina,办公室,Büro,Escritório,Bureau,офис,사무실
CasinoFloor,Casino,,Casino,赌场,Kasino,cassino,Casino,Казино,카지노
HideoutFloor,Hideout,,Escondite,巢穴,Versteck,Esconderijo,Cachette,укрытие,은신처
BankFloor,Bank,,Banco,银行,Bank,Banco,Banque,Банка,은행
HospitalFloor,Hospital,,Hospital,医院,Krankenhaus,Hospital,Hôpital,больница,병원
ArmoryFloor,Armory,,Arsenal,军械库,Waffenkammer,Arsenal,Arsenal,оружейный,병기고
PoliceStationFloor,Police Station,,Estación de policía,警察局,Polizeistation,Delegacia de polícia,Poste de police,Полицейский участок,경찰서
FactoryFloor,Factory,,Fábrica,厂,Fabrik,Fábrica,Usine,завод,공장
DrugDenFloor,Drug Den,,Den drogas,毒窟,Drug Des,drogas Den,Drug Den,Drug Den,약물 덴
PrisonFloor,Prison,,Prisión,监狱,Gefängnis,Prisão,Prison,Тюрьма,감옥
CaveFloor,Cave,,Cueva,洞穴,Höhle,Caverna,la grotte,пещера,동굴
DirtFloor,Dirt,,Suciedad,污垢,Schmutz,Sujeira,Saleté,грязь,더러운
DanceFloor,Dance Floor,,Pista de baile,舞池,Tanzfläche,Pista de dança,Piste de dance,Танцпол,무도 회장
Posh,Posh,,Elegante,辣妹,Vornehm,elegante,Chic,шикарный,우아한
WoodClean,Wood (Clean),,Madera (Limpio),伍德（清洁）,Wood (Clean),Madeira (Clean),Bois (Clean),Дерево (Clean),목재 (청소)
WoodSlats,Wood (Slats),,Madera (listones),木材（板条）,Wood (Brettchen),Wood (Ripas),Bois (Slats),Древесина (Ламели),목재 (칸막이)
Canal,Canal,,Canal,运河,Kanal,Canal,Canal,канал,운하
CityParkFloor,City Park,,Parque de la ciudad,城市公园,Stadtpark,Parque da Cidade,Parc de ville,Городской парк,도시 공원
CleanTiles,Clean Tiles,,azulejos limpios,干净的瓷砖,saubere Fliesen,Telhas limpas,nettoyer les carreaux,Чистые плитки,청소 타일
DirtyTiles,Dirty Tiles,,Azulejos sucios,脏兮兮的瓷砖,schmutzige Fliesen,Telhas sujas,Carreaux sales,Грязные плитки,더러운 타일
DanceFloorRaised,Dance Floor (Raised),,Pista de baile (Elevado),舞池（凸起）,Tanzfläche (hoch),Dance Floor (elevado),Dance Floor (Élevé),Танцпол (Воспитанный),댄스 플로어 (제기)
CleanTilesRaised,Clean Tiles (Raised),,Azulejos limpios (Elevado),干净的瓷砖（凸起）,Saubere Fliesen (Raised),Telhas limpas (elevado),Nettoyer les carreaux (en relief),Чистые плитки (Воспитанный),청소 타일 (제기)
SmallTiles,Small Tiles,,Azulejos pequeños,小青瓦,kleine Kacheln,Telhas pequenas,carrelage à petits carreaux,Маленькие плитки,작은 타일
ElectronicPlates,Electronic Plates,,Las placas electrónicas,电子板,elektronische Platten,placas eletrônicas,Plaques électroniques,Электронные Планшеты,전자 판
SolidPlates,Solid Plates,,Las placas sólidas,实心板,Massivplatten,placas sólidos,Plaques solides,Твердые пластины,솔리드 플레이트
Facility,Facility,,Instalaciones,设施,Einrichtung,Instalação,Établissement,объект,시설
MetalPlates,Metal Plates,,Platos de metal,金属板,Metallplatten,Placas de metal,Des plaques métalliques,Металлические пластины,금속 후판
Muted,Muted Tiles,,Azulejos apagados,静音瓷砖,Gedämpfte Fliesen,Telhas suaves,Carreaux Muted,Приглушенные плитки,음소거 타일
FlamePit,Flame Pit,,llama Pit,火焰坑,Flamme Pit,chama Pit,Flame Pit,Flame Pit,화염 구덩이
Water,Water,,Agua,水,Wasser,Água,Eau,вода,물
Ice,Ice,,Hielo,冰,Eis,Gelo,La glace,лед,빙
ArenaFloor,Arena (Clear Tile),,Arena (Claro Azulejos),竞技场（清除瓷砖）,Arena (Clear Tile),Arena (Clear Azulejo),Arena (Tile Effacer),Арена (Clear плитка),아레나 (일반 타일)
BrickIndoor,Brick,,Ladrillo,砖,Backstein,Tijolo,Brique,Кирпич,벽돌
ClearFloor,Clear,,Claro,明确,klar,Claro,Clair,чистый,명확한
ClearFloor2,Clear (Owned),,Clear (Propiedad),清除（拥有的）,Clear (Besessen),Limpar (Possuído),Effacer (Possédé),чистый (Принадлежит),클리어 (소유)
,,,,,,,,,
ChestGood,Good Chests,,buenas cofres,良好的衣橱,gute Truhen,boas Baús,Les bons Commodes,Хорошая Лари,좋은 가슴
ImportantObject,Important Objects,,Los objetos importantes,重要的对象,wichtige Objekte,objetos importantes,Objets importants,Важные объекты,중요 객체
ImportantObjectNoChests,Important Objects (No Chests),,Importantes objetos (No hay cofres),重要的对象（无柜）,Wichtige Objekte (No Truhen),Objetos importantes (Sem Baús),Objets importants (No Chests),Важные объекты (не Лари),중요 개체 (없음 가슴)
VendingMachine,Vending Machines,,Máquinas expendedoras,自动售货机,Verkaufsautomaten,Máquinas de venda automática,Distributeur automatique,Торговые автоматы,자동 판매기
EventTriggerFloor,Floor Event Trigger,,Piso evento de disparo,楼事件触发,Boden EreignisauslÓsersystem,Piso Gatilho Evento,Étage événement déclencheur,Пол Trigger Event,바닥 이벤트 트리거
MovieScreen,Movie Screen,,Pantalla de cine,银幕,Kino Leinwand,Tela de filme,Écran de cinéma,Киноэкран,영화 화면
,,,,,,,,,
ExplodingSlimeBarrel,Exploding or Slime Barrel,,Explosión o limo del barril,爆炸或泥桶,Explodieren oder Schlamm-Fass,Explodindo ou Slime Barrel,Explosant ou Slime Barrel,Взрывающиеся или Слизь Barrel,폭발 또는 점액 배럴
Grate,Grate,,Rallar,炉排,Gitter,Grato,Grille,колосниковая решетка,화상
Lake,Lake,,lago,湖,See,Lago,Lac,Озеро,호수
LockdownWall,Lockdown Wall,,Wall bloqueo,锁定墙,Lockdown Wand,Muro Lockdown,Lockdown mur,Lockdown Стена,잠금 벽
OilSpill,Oil Spill,,Derrame de petróleo,漏油事件,Ölpest,derramamento de petróleo,Marée noire,Разлив нефти,기름 유출
Tracks,Tracks (Random),,Pistas (Random),曲目（随机）,Tracks (Random),Tracks (Random),Pistes (aléatoire),Дорожки (Random),트랙 (랜덤)
Tracks1,Tracks (Row 1),,Tracks (fila 1),曲目（第1行）,Track (Zeile 1),Faixas (Fila 1),Pistes (ligne 1),Дорожки (строка 1),트랙 (행 1)
Tracks2,Tracks (Row 2),,Tracks (fila 2),曲目（行2）,Track (Reihe 2),Faixas (Fila 2),Pistes (ligne 2),Дорожки (строка 2),트랙 (행 2)
Tracks3,Tracks (Row 3),,Tracks (fila 3),曲目（第3行）,Track (Zeile 3),Faixas (Linha 3),Pistes (ligne 3),Дорожки (строка 3),트랙 (행 3)
Tracks4,Tracks (Row 4),,Tracks (fila 4),曲目（第4行）,Track (Zeile 4),Faixas (linha 4),Pistes (ligne 4),Дорожки (строка 4),트랙 (행 4)
Tracks5,Tracks (Row 5),,Tracks (fila 5),曲目（第5行）,Track (Zeile 5),Faixas (linha 5),Pistes (ligne 5),Дорожки (строка 5),트랙 (행 5)
Tracks6,Tracks (Row 6),,Tracks (fila 6),曲目（第6行）,Track (Reihe 6),Faixas (linha 6),Pistes (ligne 6),Дорожки (строка 6),트랙 (행 6)
Tracks7,Tracks (Row 7),,Tracks (fila 7),曲目（第7行）,Track (Reihe 7),Faixas (linha 7),Pistes (rangée 7),Дорожки (строка 7),트랙 (행 7)
Tracks8,Tracks (Row 8),,Tracks (Fila 8),轨道（行8）,Track (Reihe 8),Faixas (linha 8),Pistes (ligne 8),Дорожки (строка 8),트랙 (행 8)
Tracks9,Tracks (Row 9),,Tracks (Fila 9),曲目（第9行）,Track (Zeile 9),Faixas (linha 9),Pistes (ligne 9),Дорожки (строка 9),트랙 (행 9)
,,,,,,,,,
Empty11,Empty 1x1,,1x1 vacía,空的1x1,leere 1x1,1x1 vazio,vide 1x1,Пустой 1x1,빈 × 1
Empty12,Empty 1x2,,1x2 vacía,空的1x2,leere 1x2,1x2 vazio,vide 1x2,Пустой 1х2,빈 × 2
Empty22,Empty 2x2,,2x2 vacía,空的2x2,leere 2x2,2x2 vazio,vide 2x2,Пустой 2х2,빈 × 2
Randomized11,Randomized 1x1,,1x1 aleatorio,随机的1x1,randomisierte 1x1,1x1 randomizados,répartition aléatoire 1x1,Рандомизированное 1x1,무작위 × 1
Randomized12,Randomized 1x2,,1x2 aleatorio,随机的1x2,randomisierte 1x2,1x2 randomizados,1x2 répartition aléatoire,Рандомизированное 1х2,무작위 × 2
Randomized22,Randomized 2x2,,2x2 aleatorio,随机的2x2,randomisierte 2x2,2x2 randomizados,2x2 répartition aléatoire,Рандомизированное 2х2,무작위 × 2
Generic,Generic,,Genérico,通用,Generisch,Genérico,Générique,общий,일반적인
MayorHouse,Mayor's House,,Casa del Alcalde,市长之家,Bürgermeisterhaus,Casa da Prefeitura,Maison du maire,Дом мэра,시장의 집
PodiumPark,Podium Park,,podium Parque,平台公园,Podium Park,Podium Parque,Parc podium,Подиум Park,연단 공원
Pit,Pit,,Pozo,坑,Grube,Cova,Fosse,ямка,피트
,,,,,,,,,
BarLight,Bar,,Bar,酒吧,Bar,Barra,Bar,Бар,바
BarMoodLight,Bar Mood,,barra de estado de ánimo,酒吧心情,Bar Mood,bar Mood,bar Mood,Бар Настроение,바 기분
DanceFloorLight,Dance Floor,,Pista de baile,舞池,Tanzfläche,Pista de dança,Piste de dance,Танцпол,무도 회장
CasinoLight,Casino,,Casino,赌场,Kasino,cassino,Casino,Казино,카지노
ShadyInteriorLight,Shady Interior,,Shady Interior,荫凉的内部,Shady Innen,Shady Interior,Shady intérieur,Shady Интерьер,그늘 인테리어
ShadyInteriorLightLevel3,Shady Interior (Park),,Sombra interior (Parque),荫凉的内部（园）,Shady Interior (Park),Shady Interior (Park),Shady intérieur (Parc),Shady интерьер (Park),그늘 인테리어 (공원)
HomeLightVaried,Home (Varied),,Inicio (variado),首页（变化）,Startseite (abwechslungsreich),Home (variado),Accueil (varié),Главная (Разнообразный),홈 (다양)
PrisonLight,Prison,,Prisión,监狱,Gefängnis,Prisão,Prison,Тюрьма,감옥
ArenaLight,Arena,,Arena,竞技场,Arena,Arena,Arène,арена,투기장
PoliceStationLight,Police Station,,Estación de policía,警察局,Polizeistation,Delegacia de polícia,Poste de police,Полицейский участок,경찰서
CaveLight,Cave,,Cueva,洞穴,Höhle,Caverna,la grotte,пещера,동굴
MilitaryOutpostLight,Military Outpost,,puesto militar,军事前哨,Military Outpost,Outpost militar,Avant-poste militaire,Военный форпост,군사 전초 기지
DefaultLight,Default,,Defecto,默认,Standard,Padrão,Défaut,По умолчанию,기본
RedLight,Red,,rojo,红色,rot,Vermelho,rouge,красный,빨간
WhiteLight,White,,Blanco,白色,Weiß,Branco,blanc,белый,하얀
PinkLight,Pink,,Rosado,粉,Rosa,Rosa,Rose,розовый,분홍
PinkWhiteLight,Pink-White,,Pink-White,粉红色，白色,Rosa-Weiß,Pink-Branco,Rose-Blanc,Розово-белый,핑크 - 화이트
BlueLight,Blue,,Azul,蓝色,Blau,Azul,Bleu,синий,푸른
PurpleLight,Purple,,Púrpura,紫色,Lila,Roxa,Violet,Фиолетовый,보라색
CyanLight,Cyan,,cian,青色,Cyan,Ciano,cyan,Cyan,시안
GreenLight,Green,,Verde,绿色,Grün,Verde,vert,зеленый,초록
CyanGreenLight,Cyan-Green,,Cian-verde,青色，绿色,Cyan-Grün,Ciano-Green,Cyan-vert,Cyan-зеленый,시안 그린
LabLight,Lab,,Laboratorio,实验室,Labor,Lab,Laboratoire,лаборатория,랩
HomeLight,Home,,Casa,家,Zuhause,Casa,Accueil,Главная,집
KitchenLight,Kitchen,,Cocina,厨房,Küche,Cozinha,Cuisine,Кухня,부엌
OfficeLight,Office,,Oficina,办公室,Büro,Escritório,Bureau,офис,사무실
HospitalLight,Hospital,,Hospital,医院,Krankenhaus,Hospital,Hôpital,больница,병원
BankLight,Bank,,Banco,银行,Bank,Banco,Banque,Банка,은행
GraveyardLight,Graveyard,,Cementerio,墓地,Friedhof,Cemitério,Cimetière,Кладбище,묘소
FarmLight,Farm,,Granja,农场,Bauernhof,Fazenda,Ferme,ферма,농장
PoolLight,Pool,,Piscina,池,Schwimmbad,Piscina,bassin,Бассейн,풀
ZooLight,Zoo,,zoo,动物园,Zoo,Jardim zoológico,zoo,Зоопарк,동물원
PrivateClubLight,Private Club,,club privado,私人会所,Privater Club,Clube privado,Private club,Частный клуб,개인 클럽
LightBlueLight,Light-Blue,,Azul claro,浅蓝,Hellblau,Azul claro,Bleu clair,Светло-синий,라이트 블루
FireStationLight,Fire Station,,Estación de bomberos,消防局,Feuerwehr,Corpo de Bombeiros,Caserne de pompiers,Пожарная станция,소방서
ArenaRingLight,Arena Ring,,Anillo Arena,竞技场戒指,Arena Ring,Arena Anel,Arena Bague,Арена Ring,아레나 링
LakeLight,Lake,,lago,湖,See,Lago,Lac,Озеро,호수
MallLight,Mall,,Centro comercial,购物中心,Einkaufszentrum,Shopping,Centre commercial,Торговый центр,쇼핑 센터
TVStationLight,TV Station,,Estación de televisión,电视台,Fernsehstation,Estação de TV,Chaine de télévision,Телевизионная станция,TV 역
testobject,xx,,,,,,,,
