STRING_ID,English,Translation,Description,Spanish,Chinese,German,Brazilian,French,Russian,Korean
StartingTeleportToObjective,(Hold) Teleport to Objective,,Player can teleport to various missions and other objectives,(Mantener presionado) Teletransportarse hacia un objetivo,（按住）传送到目标地点,(Gedrückt halten) Zum Ziel teleportieren,(Manter pressionado) Teletransporta até o objetivo,(Maintenir) Téléportation sur l'objectif,(Удерживай) Телепортироваться к цели задания,(보류) 목표로 텔레포트
StartingTeleportToObjective2,Teleport to Objective,,,Teletransportarse hacia un objetivo,传送到目标地点,Zum Ziel teleportieren,Teletransporta até o objetivo,Se téléporter sur l'objectif,Телепортироваться к цели задания,목표로 텔레포트
StartingTeleportToOtherPlayer,(Hold) Teleport to Other Player,,,(Mantener presionado) Teletransportarse hacia otro jugador,（按住）传送到其他玩家处,(Gedrückt halten) Zu anderem Spieler teleportieren,(Manter pressionado) Teletransporta até outro jogador,(Maintenir) Téléportation sur un autre joueur,(Удерживай) Телепортироваться к другому игроку,(보류) 다른 플레이어로 텔레포트
StartingInventory,Inventory,,,Inventario,物品栏,Inventar,Inventário,Inventaire,Инвентарь,인벤토리
StartingQuests,Missions,,,Misiones,任务,Missionen,Missões,Missions,Задания,미션
StartingCancel,Cancel / Quick-Use Health Item,,,Cancelar / Artículo de salud de uso rápido,取消/快速使用生命值道具,Abbrechen/Schnellverwendung Gesundheitsgegenstand,Cancelar / Usar rapidamente item de energia,Annuler / Soin éclair,Отмена / Быстрое использование лечебного предмета,취소 / 빠른 사용 헬스 아이템
StartingSpecialAbility,Special Ability,,,Habilidad especial,特殊能力,Besondere Fähigkeit,Habilidade especial,Capacité spéciale,Специальная способность,특별한 능력
StartingSpecialAbility2,Special,,,Especial,特殊,Besondere,Especial,Spécial,Спец,특별
StartingStats,Character Stats,,,Estadísticas por personaje,角色统计信息,Spielfigurenstatistik,Estatísticas do personagem,Statistiques du personnage,Характеристики персонажей,캐릭터 통계
StartingToolbar,Use Toolbar Items,,,Usar artículos de la barra de herramientas,使用工具栏道具,Symbolleistengegenstände benutzen,Usar itens da barra de ferramentas,Utiliser les objets de la barre de raccourcis,Использование предметов с панели действий,도구 모음 아이템 사용
StartingUseHealth,Quick-Use Health Item,,,Artículo de salud de uso rápido,快速使用生命值道具,Schnellverwendung Gesundheitsgegenstand,Usar rápidamente item de energia,Soin éclair,Быстрое использование лечебного предмета,빠른 사용 헬스 아이템
StartingCycle,Cycle Weapons,,,Circular armas,循环切换武器,Waffen durchsuchen,Armas de ciclo,Changer d'arme,Прокрутка оружия,무기 순환
StartingNums,1 - 5,,,1 - 5,1 - 5,1-5,1 - 5,1 - 5,1 - 5,1 - 5
StartingMouseWheel,Mouse Wheel,,,Rueda del ratón,鼠标滚轮,Mausrad,Roda do Mouse,Molette de la souris,Колесико мышки,마우스 휠
Unlocking,Unlocking...,,"These strings refer to points where the player is ""operating"" an object",Desbloqueando...,正在解锁...,Wird freigeschaltet...,Desbloqueando...,Déblocage...,Открываю...,잠금 해제 중...
Removing,Removing...,,,Eliminando...,正在移除...,Wird entfernt...,Removendo...,Retrait...,Удаляю...,제거 중...
Cutting,Cutting...,,,Cortando...,正在破窗...,Wird geschnitten...,Cortando...,Découpage...,Режу...,자르는 중...
Polluting,Polluting the Air...,,,Contaminando el aire...,正在污染空气...,Luft wird verschmutzt...,Poluindo o ar...,Pollution de l'air...,Загрязняю воздух...,공기를 오염시키는 중...
Tampering,Tampering...,,,Manipulando...,正在破坏...,Wird manipuliert...,Aduterando...,Traficotage...,Ковыряюсь...,조작 중...
PlacingDetonator,Placing Detonator...,,,Colocando el detonador...,正在安置雷管...,Zünder wird platziert...,Posicionando detonador...,Installation de détonateur...,Устанавливаю детонатор...,기폭 장치 배치 중...
DisarmingDetonator,Disarming...,,,Desarmando...,正在拆除...,Wird entschärft...,Desarmando...,Désarmement...,Обезвреживаю...,해제 중...
TurningOffSecurityCam,Turning Off...,,,Apagando...,正在关闭...,Wird ausgeschaltet...,Desligando...,Désactivation...,Выключаю...,끄는 중...
Hacking,Hacking...,,,Hackeando...,正在入侵...,Wird gehackt...,Invadindo...,Piratage...,Взламываю...,해킹 중...
Arresting,Arresting...,,,Arrestando...,正在逮捕...,Wird verhaftet...,Prendendo...,Arrestation...,Арестовываю...,체포 중...
Banana,Banana,,,Banana,香蕉,Banane,Banan,Banane,Банан,바나나
Bananas,Bananas,,,Bananas,香蕉,Bananen,Bananas,Bananes,Бананы,바나나
HiringVoucher,Hiring Voucher,,This is also in the Items list,Vale de contratación,招募兑换券,Gutschein zum Einstellen,Vale de contratação,Bon de recrutement,Ваучер для найма,고용 바우처
Done,Done,,Main Menu command,Hecho,完成,Fertig,Concluído,Terminé,Готово,완료
GoBack,Back,,Main Menu command,Regresar,返回,Zurück,Voltar,Retour,Назад,뒤로
ResetDefaults,Reset Defaults,,Settings Screen command,Restablecer valores predeterminados,重置默认值,Auf Standardeinstellungen zurücksetzen,Redefinir padrões,Réinitialiser,По умолчанию,기본값 재설정
Quest,Mission,,These strings refer to choices that the player has when interacting with people and objects,Misión,任务,Mission,Missão,Mission,Задание,미션
Revive,Revive,,,Revivir,复活,Wiederbeleben,Reviver,Réanimation,Воскресить,소생
ReviveBodyguard,Revive,,,Revivir,复活,Wiederbeleben,Reviver,Réanimation,Воскресить,소생
ReviveBodyguardShampoo,Revive,,,Revivir,复活,Wiederbeleben,Reviver,Réanimation,Воскресить,소생
ReviveTakeHealth,Revive (-1/2 Health),,,Revivir (-1/2 salud),复活（消耗自己一半生命值）,Wiederbeleben (-1/2 Gesundheit),Reviver (-1/2 Energia),Réanimation (-1/2 Santé),Воскресить (-50% здоровья),소생(-1/2 헬스)
Buy,Buy From Shop,,,Comprar en tienda,在商店购买,Im Laden kaufen,Comprar na loja,Acheter à la boutique,Купить в магазине,숍에서 구입
UseVoucher,Use Voucher,,,Usar vale,使用兑换券,Gutschein benutzen,Usar vale,Utiliser un bon,Использовать ваучер,바우처 사용
JoinMe,Join Me!,,,¡Únanse a mí!,加入我吧！,Schließ dich mir an!,Junte-se a mim!,Rejoignez-moi !,Присоединяйся ко мне!,저와 함께해요!
Bribe,Bribe,,,Soborno,贿赂,Bestechen,Subornar,Soudoyer,Подкупить,뇌물
BribeMayorElevator,Bribe,,,Soborno,贿赂,Bestechen,Subornar,Soudoyer,Подкупить,뇌물
BribeQuestItem,Bribe with Item,,,Sobornar con artículo,用道具贿赂,Mit Gegenstand bestechen,Subornar com item,Soudoyer avec un objet,Подкупить предметом,아이템으로 뇌물 주기
BribeQuestMoney,Bribe,,,Soborno,贿赂,Bestechungsgeld,Subornar,Soudoyer,Подкупить,뇌물
BribeCops,Ignore Crimes on Level,,,Ignorar crímenes en este nivel,忽略关卡中的犯罪活动,Verbrechen ignorieren im Abschnitt,Ignorar crimes no nível,Ignorer les crimes au niveau,За игнорирование преступлений на этом уровне,레벨에서 범죄 무시
BribeBeer,Bribe with Beer,,,Sobornar con cerveza,用啤酒贿赂,Mit Bier bestechen,Subornar com cerveja,Soudoyer avec une bière,Подкупить пивом,맥주로 뇌물 주기
BribeWhiskey,Bribe with Whiskey,,,Sobornar con whisky,用威士忌贿赂,Mit Whisky bestechen,Subornar com uísque,Soudoyer avec du whiskey,Подкупить виски,위스키로 뇌물 주기
AlignWithMe,Align with Me,,,Alíneate conmigo,与我结盟,Verbünde dich mit mir,Alinhe-se comigo,S'associer à moi,Будь моим союзником,나와 연합
AlignWithMeAndFriends,Everyone Align with Me,,,Todos alíneense conmigo,每个人都与我结盟,Verbündet euch alle mit mir,Todos Aliaram-se a Mim,Tout le monde est associé à moi,Все в союзе со мной,모두 나와 연합
Threaten,Threaten,,,Amenazar,威胁,Bedrohen,Ameaçar,Menacer,Угрожать,위협
GiveMeQuestItem,Ask for Item,,,Solicitar artículo,索要道具,Nach Gegenstand fragen,Peça pelo item,Demander un objet,Попросить предмет,아이템 요청
GiveMeKeyAndSafeCombination,Ask for Key + Safe Combo,,Safe Combo means Safe Combination,Solicitar llave + combinación de caja fuerte,索要钥匙 + 保险箱密码,Nach Schlüssel und Tresor-Kombination fragen,Pedir pelo chave + combinação do cofre,Demander une clé + combinaison de coffre,Попросить ключ и комбинацию от сейфа,키 + 금고 콤보 요청
GiveMeKey,Ask for Key,,,Solicitar llave,索要钥匙,Nach Schlüssel fragen,Peça pela chave,Demander une clé,Попросить ключ,키 요청
GiveMeSafeCombination,Ask for Safe Combo,,,Solicitar combinación de caja fuerte,索要保险箱密码,Nach Tresor-Kombination fragen,Peça pela combinação do cofre,Demander une combinaison de coffre,Попросить комбинацию от сейфа,금고 콤보 요청
GiveMeSlave,Ask for Slave,,,Solicitar esclavo,索要奴隶,Nach Sklaven fragen,Peça pelo escravo,Demander un esclave,Попросить раба,노예 요청
BuyKeyAndSafeCombination,Buy Key + Safe Combo,,,Comprar llave + combinación de caja fuerte,购买钥匙 + 保险箱密码,Schlüssel und Tresor-Kombination kaufen,Compre a chave + combinação do cofre,Acheter clé + combinaison de coffre,Купить ключ и комбинацию от сейфа,키 + 금고 콤보 구입
BuyKey,Buy Key,,,Comprar llave,购买钥匙,Schlüssel kaufen,Compre a chave,Acheter clé,Купить ключ,키 구입
BuySafeCombination,Buy Safe Combo,,,Comprar combinación de caja fuerte,购买保险箱密码,Tresor-Kombination kaufen,Compre a combinação do cofre,Acheter combinaison de coffre,Купить комбинацию от сейфа,금고 콤보 구입
BuyItem,Buy,,,Comprar,购买,Kaufen,Comprar,Acheter,Купить,구입
BorrowMoney,Borrow $50,,,Pedir prestado $50,借 50 美元,50 $ leihen,Emprestar $50,Emprunter 50$,Занять $50,$50 빌리기
PayBackDebt,Pay Debt,,,Pagar de deuda,偿还债务,Schulden begleichen,Pagar dívida,Payer une dette,Отдать долг,부채 갚기
SweetTalk,Sweet Talk,,,Engatusar,甜言蜜语,Schmeicheln,Conversa mole,Flatter,Подлизаться,아첨
StandGuard,Stand Guard,,,Montar guardia,站岗,Wache stehen,Em guarda,Garder,Охранять,경호
YouCanGo,Dismiss,,,Despedir,解雇,Wegschicken,Dispensar,Virer,Отпустить,무시
Heal,Heal,,,Curar,治疗,Heilen,Curar,Soigner,Вылечить,치료
HireAsProtection,Hire as Protection,,,Contratar como protección,聘为保镖,Als Schutz anheuern,Contratar como Proteção,Engager comme protection,Нанять для защиты,경호원으로 고용
AllAttack,All Attack,,Command multiple people to attack,Todos ataquen,全部发起攻击,Alle angreifen,Todos ataquem,Tous attaquent,Все в атаку,모든 공격
AllGoHere,All Go Here,,,Todos vayan aquí,全部前往这里,Alle hierher,Todos venham aqui,Tous vont là,Все сюда,모두 여기로 이동
AllStandGuard,All Stand Guard,,,Todos monten guardia,全部都去站岗,Alle Wache stehen,Todos em guarda,Tous gardent,Всем удерживать позиции,모두 경계
GiveItem,Give Item,,,Dar artículo,送出道具,Gegenstand geben,Dar item,Donner un objet,Дать предмет,아이템 주기
AssistMe,Assist Me,,,Ayudarme,协助我,Unterstütze mich,Ajude-me,Assistez-moi,Помоги мне,저를 보조
CauseRuckus,Cause a Ruckus,,,Generar un alboroto,引起骚乱,Unruhe auslösen,Causar um tumulto,Foutre le bazar,Пошуми,야단법석 일으키기
Identify,Identify Item,,,Identificar artículo,鉴定道具,Gegenstand identifizieren,Identificar item,Identifier un objet,Идентифицировать предмет,아이템 식별
GoHere,Go Here,,Command someone to go to a specific spot,Ir aquí,前往这里,Hierhin gehen,Venha aqui,Aller ici,Иди сюда,여기로 이동
FollowMe,Follow Me,,,Sígueme,跟我来,Folge mir,Siga-me,Suivez-moi,Следуй за мной,저를 팔로우
YoureFree,You're Free!,,Free a slave,¡Eres libre!,你自由了！,Du bist frei!,Você está livre!,Tu es libre !,Ты свободен!,당신은 자유에요!
RemoveHelmet,Remove Helmet,,,Quitar casco,取下头盔,Helm entfernen,Remover o capacete,Retirer le casque,Снять шлем,헬멧 제거
PurchaseSlave,Purchase Slave,,,Comprar esclavo,购买奴隶,Sklaven kaufen,Comprar escravos,Acheter un esclave,Купить раба,노예 구매
SlaveBuyFreedom,Purchase Freedom,,,Comprar libertad,购买自由,Freiheit kaufen,Comprar liberdade,Acheter une liberté,Купить свободу,자유 구매
InsertItem,Insert Item,,,Insertar artículo,插入道具,Gegenstand einführen,Inserir item,Insérer un objet,Вставить предмет,아이템 삽입
RefillGun,Refill Gun,,,Recargar pistola,换子弹,Waffe nachladen,Recarregar arma,Recharger arme,Пополнить запасы амуниции,총 리필
SellItem,Sell Item,,,Vender artículo,出售道具,Gegenstand verkaufen,Vender item,Vendre un objet,Продать предмет,아이템 판매
SpawnCapsuleItem,Buy Mystery Item,,,Comprar artículo misterioso,购买神秘道具,Mysteriösen Gegenstand kaufen,Comprar item misterioso,Acheter un objet mystère,Купить загадочный предмет,미스터리 아이템 구매
TransformItem,Transform Item,,Transform an item into something else,Transformar artículo,变形道具,Gegenstand verwandeln,Transformar item,Transformer un objet,Преобразовать предмет,아이템 변환
Sleep,Sleep,,,Dormir,睡觉,Schlafen,Dormir,Dormir,Спать,수면
CloneItem,Clone Item,,,Clonar artículo,克隆道具,Gegenstand klonen,Clonar item,Cloner un objet,Клонировать предмет,아이템 복제
CloneSelf,Clone Self,,,Clonarse,克隆自己,Mich selbst klonen,Auto-clone,Se cloner soit,Клонировать себя,자기 복제
CloneRandomPerson,Clone Random Person,,,Clonar una personar al azar,克隆随机 NPC,Zufällige Person klonen,Clonar pessoas aleatórias,Cloner une personne aléatoire,Клонировать случайного человека,임의의 사람 복제
ReadEmail,Read Email,,,Leer correo electrónico,阅读电子邮件,E-Mail lesen,Ler e-mail,Lire les e-mails,Прочитать электронную почту,이메일 읽기
OpenDoors,Open Locked Doors,,,Abrir puertas cerradas con llave,打开上锁的门,Verschlossene Türen öffnen,Abri portas bloqueadas,Ouvrir les portes fermées,Открыть запертые двери,잠긴 문 열기
CloseDoors,Close Doors,,,Cerrar puertas,关闭门,Türen schließen,Fechar portas,Fermer les portes,Закрыть двери,문 닫기
ReleaseGas,Release Gas,,,Liberar gas,释放毒气,Gas ausströmen lassen,Liberar gás,Libérer du gaz,Пустить газ,가스 방출
TurnOffSecuritySystem,Turn Off Security System,,,Apagar el sistema de seguridad,关闭保安系统,Sicherheitssystem ausschalten,Desligar sistema de segurança,Désactiver le système de sécurité,Отключить систему безопасности,보안 시스템 끄기
TurnOnSecuritySystem,Turn On Security System,,,Encender el sistema de seguridad,打开保安系统,Sicherheitssystem einschalten,Ligar sistema de segurança,Activer le système de sécurité,Включить систему безопасности,보안 시스템 켜기
UnlockSafe,Unlock Safe,,,Abrir caja fuerte,打开保险箱,Tresor öffnen,Desbloquear cofre,Déverrouiller un coffre,Открыть сейф,금고 잠금 해제
Knock,Knock,,Knock on door,Golpear,敲门,Klopfen,Bater,Frapper,Постучать,노크
Unlock,Unlock,,,Desbloquear,解锁,Öffnen,Desbloquear,Déverrouiller,Открыть,잠금 해제
UseKey,Use Key,,,Usar llave,使用钥匙,Schlüssel benutzen,Usar chave,Utiliser une clé,Использовать ключ,키 사용
UseSkeletonKey,Use Skeleton Key,,Skeleton Key is an item,Usar llave maestra,使用万能钥匙,Generalschlüssel benutzen,Usar chave-mestra,Utiliser un passe-partout,Использовать ключ с черепушкой,해골 키 사용
UseCrowbar,Use Crowbar,,,Usar barreta,使用撬棍,Brechstange benutzen,Usar pé de cabra,Utiliser un pied-de-biche,Использовать монтировку,지렛대 사용
UseLockpick,Use Lockpick,,,Usar ganzúa,使用撬锁工具,Dietrich benutzen,Usar gazua,Utiliser un crochet,Использовать отмычку,락픽 사용
PlaceDetonator,Place Detonator,,,Colocar detonador,安置雷管,Zünder platzieren,Posicionar detonador,Placer un détonateur,Поместить детонатор,기폭 장치 배치
AttemptDisarmDoorDetonator,Attempt to Disarm Detonator,,,Intentar desarmar el detonador,尝试拆除雷管,"Versuchen, den Zünder zu entschärfen",Tentar desarmar detonador,Essayer de désarmer le détonateur,Попытаться обезвредить детонатор,기폭 장치 해제 시도
AttemptTurnOffSecurityCam,Attempt to Disable Security Cam,,,Intentar desactivar la cámara de seguridad,尝试禁用监控摄像机,"Versuchen, die Überwachungskamera zu deaktivieren",Tentar desativar câmera de segurança,Essayer de désactiver la caméra de sécurité,Попытаться отключить камеру безопасности,보안 캠 비활성화 시도
RapOnWindow,Tap On Window,,,Golpetear ventana,轻敲窗户,Ans Fenster klopfen,Tocar na janela,Tapoter à la fenêtre,Постучать в окно,창 탭하기
UseWindowCutter,Use Window Cutter,,,Usar cortador de ventanas,使用破窗工具,Fensterschneider benutzen,Usar um cortador de janela,Utiliser un coupe-verre,Использовать стеклорез,창 커터 사용
UseSafeCombination,Use Safe Combination,,,Usar combinación de caja fuerte,使用保险箱密码,Tresor-Kombination benutzen,Usar a combinação do cofre,Utiliser la combinaison du coffre,Использовать комбинацию от сейфа,금고 조합 사용
UseSafeCrackingTool,Use Safe-Cracking Tool,,,Usar herramienta para abrir cajas fuertes,使用保险箱破解工具,Werkzeug zum Tresor-Knacken benutzen,Usar a ferramenta de arrombamento de cofre,Utiliser une Foreuse à coffre,Использовать устройство для взлома сейфов,금고 털기 도구 사용
UseSafeBuster,Use Safe Buster,,,Usar destructor de cajas fuertes,使用保险箱克星,Tresor-Knacker benutzen,Usar destruidor de cofre,Utiliser un casseur de coffre,Использовать взрыватель для сейфов,금고 버스터 사용
UseWrenchToDetonate,Use Wrench to Detonate,,,Usar llave inglesa para detonar,使用扳手引爆,Schraubenschlüssel zum Zünden benutzen,Usar chave inglesa para detonar,Utiliser une clé à molette pour déclencher,"Использовать разводной ключ, чтобы взорвать",렌치를 사용하여 폭파
RemoveHelmetSlaveHelmetRemover,Remove w/Helmet Remover,,Remove a Slave Helmet with the item Slave Helmet Remover,Quitar con removedor de casco,使用头盔移除器取下,Mit Helmentferner entfernen,Remover c/ removedor de capacete,Retirer avec une clé d'esclave,Снять с помощью устройства для снятия шлемов,헬멧 리무버로 제거
RemoveHelmetWrench,Remove with Wrench,,,Quitar con llave inglesa,使用扳手取下,Mit Schraubenschlüssel entfernen,Remover com chave inglesa,Retirer avec clé à molette,Снять разводным ключом,렌치로 제거
RemoveHelmetSaw,Remove with Saw,,,Quitar con sierra,使用锯取下,Mit Säge entfernen,Remover com serra,Retirer avec scie,Снять с помощью пилы,톱으로 제거
Play5,Play,,Play a slot machine,Jugar,开始游戏,Spielen,Jogar,Jouer,Играть,플레이
Play20,Play,,,Jugar,开始游戏,Spielen,Jogar,Jouer,Играть,플레이
Play50,Play,,,Jugar,开始游戏,Spielen,Jogar,Jouer,Играть,플레이
UseItem,Use Item,,,Usar artículo,使用道具,Gegenstand benutzen,Usar item,Utiliser un objet,Использовать предмет,아이템 사용
VerbAmmoStealer,Steal Ammo,,,Robar munición,盗窃弹药,Munition stehlen,Roubar munição,Voler des munitions,Украсть амуницию,탄약 훔치기
VerbHackingTool,Hack,,,Hackear,入侵,Hacken,Invadir,Pirater,Хакнуть,해킹
VerbLaptop,Hack,,,Hackear,入侵,Hacken,Invadir,Pirater,Хакнуть,해킹
VerbHaterator,Inspire Hate,,Player has used the Haterator item on another person,Inspirar odio,激发仇恨,Hass schüren,Instigar o ódio,Provoquer la haine,Спровоцировать ненависть,증오하도록 고무시키기
VerbHypnotizer,Make Friendly,,Player has used the Hypnotizer item on another person,Volverlo amistoso,建立友谊,Freundlich stimmen,Tornar amigável,Rendre amical,Сделать дружелюбным,친절하게 만들기
VerbHypnotizer2,Make Aligned,,,Volverlo alineado,结盟,Verbünden,Tornar Aliado,Rendre associé,Сделать союзником,맞추기
CantChangeControls,This can only be changed from the Main Menu.  Sorry!,,,¡Lo sentimos! Esto sólo se puede cambiar desde el menú principal.,只能在主菜单中更改。抱歉！,Das kann nur im Hauptmenü geändert werden. Entschuldigung!,Só pode ser modificado pelo Menu Principal. Sinto muito!,Cela ne peut être changé que depuis le menu principal. Désolé !,Это можно изменить только в главном меню. Увы!,기본 메뉴에서만 변경할 수 있습니다. 죄송합니다!
CantChangeControls2,This can only be changed from the Main Menu.  Sorry!,,,¡Lo sentimos! Esto sólo se puede cambiar desde el menú principal.,只能在主菜单中更改。抱歉！,Das kann nur im Hauptmenü geändert werden. Entschuldigung!,Só pode ser modificado pelo Menu Principal. Sinto muito!,Cela ne peut être changé que depuis le menu principal. Désolé !,Это можно изменить только в главном меню. Увы!,기본 메뉴에서만 변경할 수 있습니다. 죄송합니다!
CantChangeControlsSpecific,This cannot be changed in this build of the game.  Sorry!,,,Esto no puede cambiarse en esta versión del juego. ¡Lo siento!,无法在此版本的游戏中更改。抱歉！,Das kann in dieser Version des Spiels nicht geändert werden. Entschuldigung!,Não pode ser alterado nesta versão do jogo. Sinto muito!,Cela ne peut être changé dans cette version du jeu. Désolé !,В этом билде эту опцию менять нельзя. Прости!,이 게임 빌드에서 변경할 수 없습니다. 죄송합니다!
CantChangeControlsBroken,"Configurable controls broken, check back next build!",,,"Los controles configurables están rotos, ¡vuelva a intentarlo en la próxima versión del juego!",可配置控制已损坏，请查看下一个版本！,"Die konfigurierbaren Bedienungselemente sind defekt, versuche es in der nächsten Version erneut!","Controles configuráveis quebrados, verifique novamente na próxima versão!",Contrôles configurables cassés. Rendez-vous à la prochaine version !,Настройка управления сломалась. Попробуй в следующем билде!,구성 가능한 컨트롤이 손상되었습니다. 다음 빌드를 다시 확인하세요!
CantChangeAutoSort,This can only be changed from the Main Menu.  Sorry!,,,¡Lo sentimos! Esto sólo se puede cambiar desde el menú principal.,只能在主菜单中更改。抱歉！,Das kann nur im Hauptmenü geändert werden. Entschuldigung!,Só pode ser modificado pelo Menu Principal. Sinto muito!,Cela ne peut être changé que depuis le menu principal. Désolé !,Это можно изменить только в главном меню. Увы!,기본 메뉴에서만 변경할 수 있습니다. 죄송합니다!
CantChangeFontSelection,This can only be changed from the Main Menu.  Sorry!,,,¡Lo sentimos! Esto sólo se puede cambiar desde el menú principal.,只能在主菜单中更改。抱歉！,Das kann nur im Hauptmenü geändert werden. Entschuldigung!,Só pode ser modificado pelo Menu Principal. Sinto muito!,Cela ne peut être changé que depuis le menu principal. Désolé !,Это можно изменить только в главном меню. Увы!,기본 메뉴에서만 변경할 수 있습니다. 죄송합니다!
ChangeControlsWarning,Warning: This will restart the level,,,Advertencia: Esto reiniciará el nivel,警告：该操作将重新开始本关卡,Achtung: Dadurch wird das Level neu gestartet,Aviso: Isto reiniciará o nível,Attention : cela redémarrera le niveau,Внимание: это приведет к перезапуску уровня,경고: 그러면 레벨이 다시 시작됩니다.
ResolutionRevert,Does this look OK?  Reverting in 10 seconds.,,,¿Se ve bien así? Se revertirán los cambios en 10 segundos.,感觉如何？将在10秒内恢复。,Sieht das in Ordnung aus? Wird in 10 Sekunden rückgängig gemacht.,A imagem parece OK? Voltando em 10 segundos.,Ça semble bon ? Annulation dans 10 secondes.,Все нормально? Отмена изменений через 10 секунд.,괜찮아 보이나요? 10초 후 되돌립니다.
CantDoSplitScreen,Split-Screen mode not available in non-16:9 resolutions.  Is this OK?,,,Modo de pantalla dividida no disponible en resoluciones distintas a 16:9. ¿Está bien así?,分屏模式无法在16:9分辨率下使用。这样可以吗？,Der Modus geteilter Bildschirm ist bei anderen Auflösungen als 16:9 nicht verfügbar. Ist das so in Ordnung?,Modo de Tela Dividida não disponível para resoluções que não sejam de 16:9. Está OK?,Le mode écran partagé n'est pas disponible hors résolution 16:9. C'est bon ?,"Сплит-скрин недоступен для соотношения сторон, отличного от 16 на 9. Так нормально?",분할 화면 모드는 16:9 이외 해상도에서 사용할 수 없습니다. 괜찮으신가요?
EndGame,Are you sure you want to end the current run?  (Saved progress will be destroyed),,,¿Seguro que quieres finalizar la partida actual? (El progreso guardado se perderá),确定要结束当前游戏吗？（保存的进度将被销毁）,"Bist du sicher, dass du den aktuellen Lauf beenden möchtest? (Gespeicherter Fortschritt wird gelöscht)",Tem certeza que deseja encerrar a partida atual? (O progresso salvo será destruído),Voulez-vous vraiment arrêter la session en cours ? (la progression enregistrée sera détruite),Закончить текущую игру? (Сохраненный ход игры будет уничтожен.),현재 실행을 종료하시겠습니까? (저장된 진행 정보가 삭제됩니다)
QuitToMainMenu,Are you sure you want to quit to the Main Menu?  (Progress is saved at the end of levels),,,¿Seguro que quieres salir al menú principal? (El progreso se guarda al final de los niveles),确定要退出并返回主菜单吗？（进度将在关卡末保存）,"Bist du sicher, dass du verlassen und ins Hauptmenü gehen möchtest? (Fortschritt wird am Levelende gespeichert)",Tem certeza que deseja sair do Menu Principal? (O progresso é salvo no final dos níveis),Voulez-vous vraiment retourner au Menu principal ? (La progression est enregistrée à la fin des niveaux),Выйти в главное меню? (Ход игры сохраняется в конце уровней.),메인 메뉴를 종료하시겠습니까? (진행 정보는 레벨 종료 시 저장됩니다)
QuitToMainMenuTutorial,Are you sure you want to quit to the Main Menu?  (Tutorial can be replayed from Home Base),,,¿Seguro que quieres salir al menú principal? (Puedes reproducir el tutorial desde la Base),确定要退出并返回主菜单吗？（在大本营可以重新启动教程）,"Bist du sicher, dass du verlassen und ins Hauptmenü gehen möchtest? (Tutorial kann von der Heimatbasis aus erneut gespielt werden)",Tem certeza que deseja sair do menu principal? (O tutorial pode ser repetido da Base de Operações),Voulez-vous vraiment retourner au Menu principal ? (Le tutoriel peut être rejoué depuis la base),Выйти в главное меню? (Обучение можно запустить еще раз на базе.),메인 메뉴를 종료하시겠습니까? (튜토리얼은 홈베이스에서 재생할 수 있습니다)
QuitToMainMenuClient,Are you sure you want to quit to the Main Menu?  (You can resume with this character until the host's game is over),,,¿Seguro que quieres salir al menú principal? (Puedes continuar con este personaje hasta que el juego del anfitrión termine),确定要退出并返回主菜单吗？（你可以在主机游戏结束前使用该角色继续游戏）,"Bist du sicher, dass du verlassen und ins Hauptmenü gehen möchtest? (Du kannst mit dieser Figur fortfahren, bis das Spiel des Hosts vorbei ist)",Tem certeza que deseja sair do Menu Principal? (Você pode continuar com este personagem até o jogo do host acabar),Voulez-vous vraiment retourner au Menu principal ? (Vous pouvez reprendre avec ce personnage tant que la partie de l'hôte n'est pas terminée),"Выйти в главное меню? (Пока игра хоста не закончится, можно продолжить с этим персонажем.)",메인 메뉴를 종료하시겠습니까? (호스트의 게임이 끝날 때까지 이 캐릭터로 다시 시작할 수 있습니다)
QuitLeaderboardWarning,Are you sure?  This will invalidate your high score.,,,¿Estás seguro? Esto invalidrá tu puntuación más alta.,确定吗？这将作废你的高分。,Bist du sicher? Dadurch wird deine Punktzahl ungültig.,Tem certeza? Isto invalidará sua maior pontuação.,Vous êtes sûr ? Cela invalidera votre score.,Точно? Это сделает твой результат недействительным.,계속하시겠어요? 그러면 높은 점수가 무효화됩니다.
QuitGame,Are you sure you want to quit the game?  (Progress is saved at the end of levels),,,¿Seguro que quieres salir del juego? (El progreso se guarda al final de los niveles),确定要退出游戏吗？（进度将在关卡末保存）,"Bist du sicher, dass du das Spiel verlassen möchtest? (Fortschritt wird am Levelende gespeichert)",Tem certeza que deseja sair do jogo? (O progresso é salvo no final dos níveis),Voulez-vous vraiment quitter la partie ? (La progression est enregistrée à la fin des niveaux),Выйти из игры? (Ход игры сохраняется в конце уровней.),게임을 종료하시겠습니까? (진행 정보는 레벨 종료 시 저장됩니다)
