STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
AmmoCapacityMod,Ammo Stock,,Stock de munición,弹药扩容器,Munitionsvorrat,Estoque de munição,Stock de munitions,Запас патронов,탄약 재고
RateOfFireMod,Rate of Fire Mod,,Velocidad de fuego Mod,射速增强模组,Feuerrate Mod,Taxa de Mod de Fogo,Taux de feu mod,Скорость огня мод,화염 모드
BodySwapper,Body Swapper,,Intercambiador de cuerpo,位置交换器,Body Swapper,Swapper do corpo,Body Swapper,Тело Своппер,바디 스와 퍼
ExplosiveStimulator,Explodevice,,Dispositivo de explosión,引爆装置,Gerät auflösen,Explodir dispositivo,Appareil éclaté,Взорвать устройство,장치 분해
Fireworks,Fireworks,,Fuegos artificiales,烟花,Feuerwerk,Fogos de artifício,Feux d'artifice,Фейерверк,불꽃
WalkieTalkie,Walkie Talkie,,Walkie Talkie,警用对讲机,Walkie Talkie,Walkie talkie,Talkie walkie,Walkie Talkie,워키 토키
MemoryEraser,Memory Mutilator,,Mutilador de memoria,记忆消除器,Gedächtnisverstümmler,Mutilador de memória,Mémoire Mutilator,Мутилятор памяти,메모리 뮤 테이터
GrenadeWarp,Warp Grenade,,Granada de teletransporte,传送手榴弹,Teleport-Granate,Granada de Teleporte,Téléportation à la grenade,Телепорт Граната,순간 이동 수류탄
BloodBag,Blood Bag,,Bolsa de sangre,血袋,Blutbeutel,Bolsa de sangue,Une poche de sang,Мешок крови,혈액 주머니
RubberBulletsMod,Rubber Bullets,,Balas de goma,橡皮子弹,Gummi-Geschosse,Balas de borracha,Des balles en caoutchouc,Резиновые пули,고무 총알
Antidote,Antidote,,Antídoto,解毒剂,Gegenmittel,Antídoto,Antidote,Антидот,해독제
BooUrn,Boo-Urn,,Urna fantasma,幽灵瓮,Ghost Urn,Urna Fantasma,Urne Fantôme,Урна-призрак,유령 항아리
Revolver,Revolver,,Revólver,左轮手枪,Revolver,Revólver,Revolver,Револьвер,리볼버
,,,,,,,,,
PoliceBaton_Chinese,No-Fun Stick,,,无聊棍棒,,,,,
SlaveHelmet_Chinese,Servant Helmet,,,仆人头盔,,,,,
SlaveHelmetRemote_Chinese,Servant Helmet Remote,,,仆人盔遥控装置,,,,,
Cigarettes_Chinese,Cough Sticks,,,咳嗽的烟卷,,,,,
Syringe_Chinese,Wacky Needle,,,古怪的针头,,,,,
CigaretteLighter_Chinese,Lighter,,,打火机,,,,,
Cannibalize_Chinese,Ingest Health,,,摄取活力,,,,,
Enslave_Chinese,Capture,,,俘获,,,,,
ZombieSpit_Chinese,Diseased Spit,,,痨病鬼的口水,,,,,
,,,,,,,,,
,,,,,,,,,
PowerSap,Power Sap,,Descarga de energía,电力吸耗,E-Saft,Seiva de Energia,Absorption d'énergie,Кража энергии,동력 흡수
BodyguardTether,Electro Tether Vest,,Chaleco electrovinculante,电击背心,E-Gurt-Weste,Colete de Eletrocabo,Gilet électro-connecteur,Электрожилет,전자 사슬 조끼
BloodTransfusionKit,Blood Transfusion Kit,,Kit de transfusión sanguínea,输血工具包,Bluttransfusions-Kit,Kit de Transfusão de Sangue,Kit de transfusion sanguine,Система переливания крови,수혈 키트
Stomp,Stomp,,Pisotón,踩踏,Stampfen,Pisada,Piétinement,Топот,짓밟기
DeliveryApp,Delivery App,,App de repartos,配送应用,Liefer-App,Aplicativo de Entrega,Appli de livraison,Приложение службы доставки,배달 어플
CourierPackage,Courier Package,,Paquete de repartidor,快递包裹,Kurierpaket,Pacote de Entregador,Paquet de livreur,Посылка,배달 패키지
CourierPackageBroken,Courier Package (Shook Up),,Paquete de repartidor (roto),快递包裹（破损）,Kurierpaket (geschüttelt),Pacote de Entregador (Amassado),Paquet de livreur (secoué),Посылка (Мятая),배달 패키지 (충격 받음)
MindControl,Mind Control,,Control mental,精神控制,Gedankenkontrolle,Controle da Mente,Contrôle mental,Контроль разума,정신 지배
BombMaker,Bomb Processor,,Procesador de bombas,炸弹处理器,Bombenprozessor,Processador de Bomba,Processeur de bombe,Преобразователь бомб,폭탄 제작기
BombTrigger,Remote Bomb Trigger,,Detonador,远程炸弹引爆器,Auslöser für Fernzündbombe,Gatilho de Bomba Remota,Déclencheur à distance,Пульт управления бомбой,원격 폭탄 트리거
RemoteBomb,Remote Bomb,,Bomba por control remoto,远程炸弹,Fernzündbombe,Bomba Remota,Bombe télécommandée,Дистанционная бомба,원격 폭탄
LaserGun,Laser Cannon,,Cañón láser,激光炮,Laserkanone,Canhão a Laser,Canon laser,Лазерная пушка,레이저 캐논
MechTransform,Ride Mech,,Montar en Mecarobot,骑乘机甲,Mech fahren,Pilotar Meca,Contrôle de mecha,Управление роботом,메카 탑승
MechTransformItem,Mech Key,,Llave del Mecarobot,机甲钥匙,Mech-Schlüssel,Chave de Meca,Clé de mecha,Механический ключ,메카 열쇠
testitem,xx,,,,,,,,
