STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
EveryoneHatesZombie,Fair Game,,Juego justo,公平游戏,Faires Spiel,Jogo Justo,Cible universelle,Честная игра,공정한 게임
GoodHealth,Good Health,,Buena salud,皮厚血高,Gute Gesundheit,Boa Energia,Bonne santé,Прекрасное здоровье,우수한 헬스
Flatulence,Extreme Flatulence,,Flatulencia extrema,臭屁王,Extreme Blähungen,Flatulência Extrema,Pétomane capricieux,Метеоризм,극단적인 허세
Wealth,Wealth,,Riqueza,富可敌国,Reichtum,Riqueza,Richesse,Богатство,부
Wanted,Wanted,,Buscado,通缉犯,Gesucht,Procurado,Recherché,Разыскивается,수배
BigMuscles,Big Muscles,,Grandes músculos,肌肉男,Große Muskeln,Grandes Músculos,Gros muscles,Большие мускулы,큰 근육
RoidRage,Roid Rage,,Furia de Esteroides,类固醇癫狂症,Roid-Rage,Fúria de Esteroides,Rage de roïdes,Стероидная ярость,로이드 레이지
SteroidWithdrawal,Steroid Withdrawal,,Retirada de esteroides,戒类固醇副作用,Steroid-Entzug,Suspensão dos Esteroides,Sevrage des stéroïdes,Абстиненция от стероидов,스테로이드 중단
UnlockedDoors,Unlocked Doors,,Puertas sin llave,撬锁能手,Unverschlossene Türen,Portas Desbloqueadas,Portes déverrouillées,Открытые двери,잠금 해제된 문
FindMoreGuns,More Guns,,Más armas,更多枪械,Mehr Waffen,Mais Pistolas,Plus de flingues,Больше оружия,추가 총
,,,,,,,,,
StrengthSmall,Strength (Small),,Fuerza (pequeños),力量（小）,Stärke (niedrig),Força (Pequeno),Force (légère),Сила (низкое),
ClearAllTraits,Clear All,,Borrar Todo,全部清除,Alle löschen,Remover Todos,Réussissez tout,Убрать все,모두 지우기
,,,,,,,,,
KnockedOut,Knocked Out,,Noqueados,击昏,k.o. geschlagen,Nocauteado,Assomés,Нокаутировал,기절함
KnockbackLess2,Unstoppable-ish,,Imparable (casi),势不可挡,Unaufhaltsam (so in der Art),Imparável,Inarrêtable-ou-presque,Типа неудержимость,막을 수 없는
KnockWeapons,Ultimate Butterfinger-er,,Debilitador de dedos total,终极手无寸铁,Ultimatives Waffen runter,Estragador de Dedos Definitivo,Double main gauche le terrible,Всегда скользкие пальцы... у врага,궁극적인 버터 핑거러
DestructionXP,Master of Disaster,,Maestro del desastre,灾难大师,Meister der Zerstörung,Mestre dos desastres,Maître des catastrophes,Стихийное бедствие,재해의 제왕
Electrocuted,Electrocuted,,Electrocutado,电刑,Stromschlag,Eletrocutado,Électrocuté,Оглушение,전기 충격
Wet,Wet,,Mojado,Wet,Wet,Molhado,Mouillé,Мокрый,젖은
CannibalizeRestoresHealth,Strict Cannibal,,Caníbal estricto,严格食人者,Strenger Kannibale,Canibal Absoluto,Cannibale stricte,Ярый каннибализм,엄격한 살육
OperateSlowly,Poor Hand-Eye Coordination,,Coordinación ojo-mano deficiente,手眼协调障碍,Schlechte Hand-Augen-Koordination,Pobre coordenação olho-mão,Mauvaise coordination main-œil,Плохая координация движений,눈과 귀 조화도 낮음
RandomPeopleSecretHate,Ideological Clash,,Choque ideológico,意识形态冲突,Kampf der Ideologien,Confronto ideológico,Affrontement idéologique,Идеологические разногласия,이념적 충돌
ZombieSpirit,DNA Connection,,Conexión de ADN,DNA连接,DNA-Verbindung,Conexão por DNA,Connexion génétique,Одна ДНК,DNA 연결
DontHitOwnKind,Class Solidarity,,Solidaridad de clase,阶级有爱,Klassensolidarität,Solidariedade de classe,Solidarité des classes,Классовая солидарность,등급 단합
FleshFeast,Flesh Feast,,Fiesta carnívora,人肉盛宴,Fleischfest,Banquete de carne,Festin charnel,Целебное насилие,고기 축제
FleshFeast2,Flesh Feast +,,Fiesta carnívora +,人肉盛宴 +,Fleischfest +,Banquete de carne +,Festin charnel +,Целебное насилие +,고기 축제 +
HatesBlahds,Blahd Basher,,Demoledor de Blahds,痛殴血帮,Blahd-Schläger,Blahd Batedor,Casseur de Blair,Кровяные говно,블라드 배셔
HatesCrepes,Crepe Crusher,,Destructor de Crepes,痛殴瘸帮,Crepe-Zerstörer,Crepe triturador,Casseur de Crêpe,Невалидные отстой,크레페 크러셔
UpperCrusty,Upper-Crusty,,Rico,上流社会,Privilegiertes Mitglied der Oberschicht,Classe Alta,Gratin,Богатей,어퍼 크러스티
FleshFeast_Chinese,Health Drain,,,生命值吸取,,,,,
Zombify_Chinese,Infectious,,,传染变异,,,,,
Bloodlust_Chinese,Kill-Happy,,,杀人狂,,,,,
Addict_Chinese,Power-Up Addiction,,,强化上瘾症,,,,,
Withdrawal_Chinese,Power-Up Withdrawal,,,强化副作用,,,,,
Nicotine_Chinese,Coughing Fit,,,咳嗽发作,,,,,
AboveTheLaw_Chinese,Fun Allowed,,,为非作歹,,,,,
CannibalizeRestoresHealth_Chinese,Strict Diet,,,严格饮食,,,,,
ResistBulletsTrait,Bullet Sponge,,Esponja de balas,防弹海绵,Kugelschwamm,Esponja de Balas,Éponge à balles,Поглотитель пуль,총알 스폰지
ResistBulletsTrait2,Bullet Sponge +,,Esponja de balas +,防弹海绵 +,Kugelschwamm +,Esponja de Balas +,Éponge à balles +,Поглотитель пуль +,총알 스폰지 +
,,,,,,,,,
HonorAmongThieves,Honor Among Thieves,,Honor entre ladrones,盗圣之名,Ehre unter Dieben,Honra entre ladrões,L'honneur entre voleurs,Уважение среди воров,도둑 중 명예
HonorAmongThieves2,Honor Among Thieves +,,Honor entre ladrones +,盗圣之名 +,Ehre unter Dieben +,Honra entre ladrões +,L'honneur entre voleurs +,Уважение среди воров +,도둑 중 명예 +
Ooze,Ooze,,Fluido,毒性粘浆,Schleim,Mutagênico,Vase,Жижа,습지
Euphoric,Euphoric,,Eufórico,欣快,Euphorisch,Eufórico,Euphorique,Эйфория,큰 기쁨
WerewolfAwareness,Werewolf A-Were-ness,,Detección de hombres lobo,狼人意识,Werwolf-Achtsamkeit,Percepção do Lobisomem,Loup-garou y es-tu,Чуйка на верфольфов,워울프 어워니스
FeelingLucky,Feelin' Lucky,,Sentirse afortunado,幸运女神在微笑,Glückspilz,Sentindo-se com sorte,Coup d'chance,Везунчик,행운 같은
FeelingUnlucky,Feelin' Unlucky,,Sentirse desafortunado,厄运女神在微笑,Pechvogel,Sentindo-se sem sorte,Coup d'malchance,Невезунчик,불행 같은
ChanceAttacksDoZeroDamage,Un-Crits,,Anti-críticos,暴击无效,Nicht-kritisch,Anti-Críticos,Dur à cuir,Без крит. ударов,비 크릿
ChanceAttacksDoZeroDamage2,Un-Crits +,,Anti-críticos +,暴击无效 +,Nicht-kritisch +,Anti-Críticos +,Dur à cuir +,Без крит. ударов +,비 크릿 +
AttacksDamageAttacker,Prickly Skin,,Piel espinosa,尖刺皮肤,Stachelige Haut,Pele Espinhosa,Peau épineuse,Шипастая кожа,가시 피부
AttacksDamageAttacker2,Prickly Skin +,,Piel espinosa +,尖刺皮肤 +,Stachelige Haut +,Pele Espinhosa +,Peau épineuse +,Шипастая кожа +,가시 피부 +
,,,,,,,,,
CauseBiggerKnockback,Knockback King,,Rey del retroceso,击退之王,Rückwurfkönig,Rei do Recuo,Roi du pain dans la face,Король отдачи,넉백 킹
BlocksSometimesHit,Block Breaker,,Rompebloques,破防,Abwehrbrecher,Quebra Bloqueio,Casseur de garde,Разрушитель блоков,차단기
BlocksSometimesHit2,Block Breaker +,,Rompebloques +,破防 +,Abwehrbrecher +,Quebra Bloqueio +,Casseur de garde +,Разрушитель блоков +,차단기 +
MeleeHoldDeflectsBullets,Block Bullets,,Bloquear balas,子弹屏蔽,Kugelabwehr,Bloquear Balas,Pare-balles,Защита от пуль,차단 총알
MeleeHoldDeflectsBullets2,Block Bullets +,,Bloquear balas +,子弹屏蔽 +,Kugelabwehr +,Bloquear Balas +,Pare-balles +,Защита от пуль +,차단 총알 +
MeleeDestroysWalls,Wall Walloper,,Destructor de muros,破壁人,Mauerzerstörer,Batedor de Parede,Casseur de murs,Разрушитель стен,벽 월로퍼
MeleeDestroysWalls2,Wall Walloper +,,Destructor de muros +,破壁人 +,Mauerzerstörer +,Batedor de Parede +,Casseur de murs +,Разрушитель стен +,벽 월로퍼 +
ExplosionsDontDamageCauser,Blaster Survivor,,Sobreviviente de explosiones,爆炸幸存者,Explosionsüberlebender,Sobrevivente de Explosões,Survivant d'explosion,Любитель взрывов,블래스터 생존자
ExplosionsBreakEverything,Blaster Master,,Maestro de explosiones,爆破大师,Explosionsmeister,Mestre das Explosões,Maître des explosions,Мастер взрывов,블래스터 마스터
MoreAmmoInDroppedWeapons,Ammo Scavenger,,Buscador de municiones,弹药拾荒者,Munitionsplünderer,Caçador de Munição,Dénicheur de munitions,Добытчик боеприпасов,탄약 스캐빈저
MoreAmmoInDroppedWeapons2,Ammo Scavenger +,,Buscador de municiones +,弹药拾荒者 +,Munitionsplünderer +,Caçador de Munição +,Dénicheur de munitions +,Добытчик боеприпасов +,탄약 스캐빈저 +
ReloadWeaponsNewLevel,Lock and Load,,Inicio recargado,子弹上膛,Sichern und laden,Preparado e carregado,Prêt à en découdre,Ловкие руки,잠금 및 로드
ReloadWeaponsNewLevel2,Lock and Load +,,Inicio recargado +,子弹上膛 +,Sichern und laden +,Preparado e carregado +,Prêt à en découdre +,Ловкие руки +,잠금 및 로드 +
BulletsCauseFire,Burning Bullets,,Balas ardientes,燃烧的子弹,Feuerkugeln,Balas Ardentes,Balles brûlantes,Горючие пули,불타는 총알
BulletsPassThroughObjects,Penetrating Bullets,,Balas penetrantes,破甲子弹,Durchdringende Kugeln,Balas Penetrantes,Balles pénétrantes,Проникающие пули,침투 총알
BulletsDestroyOtherBullets,Bullet Breaker,,Rompebalas,子弹粉碎器,Kugelbrecher,Quebra Bala,Kata du tir,Разрушитель пуль,총알 차단기
OperateSecretly,Sneaky Fingers,,Dedos sigilosos,鬼祟身影,Geheimoperation,Dedos Sorrateiros,Doigts furtifs,Коварные пальцы,부적절한 손가락
TeleportAnytime,Teleport-Happy,,Teletransportador,随意传送,Teleportierglück,Festa de Teletransporte,Téléportagogo,Телепортировщик,텔레포트-해피
HitObjectsNoNoise,Secret Vandalizer,,Vandalizador sigiloso,秘密破坏狂,Heimlicher Randalierer,Vândalo Secreto,Vandalisme discret,Тайный вандал,비밀 파괴자
ThiefToolsMayNotSubtract,Intrusion Artist,,Artista de la intrusión,入侵艺术家,Einbruchskünstler,Artista da Intrusão,Virtuose de l'intrusion,Мастер проникновения,침입 아티스트
ThiefToolsMayNotSubtract2,Intrusion Artist +,,Artista de la intrusión +,入侵艺术家 +,Einbruchskünstler +,Artista da Intrusão +,Virtuose de l'intrusion +,Мастер проникновения +,침입 아티스트 +
RandomPeopleAligned,Random Reverence,,Alineaciones aleatorias,随机崇敬,Zufällige Ehrfurcht,Reverência Aleatória,Révérence aléatoire,Случайные друзья,랜덤 존경
RandomPeopleAligned2,Random Reverence +,,Alineaciones aleatorias +,随机崇敬 +,Zufällige Ehrfurcht +,Reverência Aleatória +,Révérence aléatoire +,Случайные друзья +,랜덤 존경 +
MoreFollowersLessDamageToPlayer,Safe in Crowds,,A salvo en las multitudes,人多更安全,Sicher in der Masse,Seguro em Multidões,Sécurité de la foule,В толпе безопаснее,군중 속 안전
MoreFollowersLessDamageToPlayer2,Safe in Crowds +,,A salvo en las multitudes +,人多更安全 +,Sicher in der Masse +,Seguro em Multidões +,Sécurité de la foule +,В толпе безопаснее +,군중 속 안전 +
MoreFollowersCauseMoreDamage,Confident in Crowds,,Confiado en las multitudes,人多力量大,Selbstbewusst in der Masse,Confiante nas Multidões,Confiance de la foule,В толпе спокойнее,군중 속 자신감
MoreFollowersCauseMoreDamage2,Confident in Crowds +,,Confiado en las multitudes +,人多力量大 +,Selbstbewusst in der Masse +,Confiante nas Multidões +,Confiance de la foule +,В толпе спокойнее +,군중 속 자신감 +
AgentsFollowToNextLevel,Homesickness Killer,,Siempre acompañado,思乡杀手,Heimwehkiller,Matando a Saudade,Tueur du mal du pays,Борьба с тоской по дому,향수병 킬러
HealthItemsGiveFollowersExtraHealth,Share the Health,,Comparte la salud,共享生命,Gesundheitsteiler,Compartilhar Energia,Partage de santé,Раздача здоровья,건강 공유
HealthItemsGiveFollowersExtraHealth2,Share the Health +,,Comparte la salud +,共享生命 +,Gesundheitsteiler +,Compartilhar Energia +,Partage de santé +,Раздача здоровья +,건강 공유 +
CannibalsNeutral,Cool with Cannibals,,Amigo de caníbales,与食人者相安无事,Kannibalenfreundschaft,Amizade com Canibais,Ami des cannibales,Не против каннибалов,식인종과 멋지게
MafiaAligned,Friend of the Family,,Amigo de la famiglia,家族之友,Freund der Familie,Amigo da Família,Proche de la famille,Коза Ностра,가족의 친구
ChanceFreeShopItem,On the House,,Por cuenta de la casa,免费赠品,Geht aufs Haus,Por conta da casa,Tournée du patron,За счёт заведения,집에서
ChanceFreeShopItem2,On the House +,,Por cuenta de la casa +,免费赠品 +,Geht aufs Haus +,Por conta da casa +,Tournée du patron +,За счёт заведения +,집에서 +
MoneyAtLevelStart,Trust Funder,,Bien financiado,信托基金人,Treuhandfonds,Bem Financiado,Levée de fonds,Трастовый фонд,트러스트 펀드 투자자
MoneyAtLevelStart2,Trust Funder +,,Bien financiado +,信托基金人 +,Treuhandfonds +,Bem Financiado +,Levée de fonds +,Трастовый фонд +,트러스트 펀드 투자자 +
VendorsDropShopItem,Shop Drops,,Vendedores soltadores,商店掉落,Händlerfall,Itens da Loja,Secret de marchand,Магазинные подачки,샵 드랍스
VendorsDropShopItem2,Shop Drops +,,Vendedores soltadores +,商店掉落 +,Händlerfall +,Itens da Loja +,Secret de marchand +,Магазинные подачки +,샵 드랍스 +
BumpsDontEndCamouflage,Slinky,,Escondido a plena vista,持续伪装,Tarnkünstler,Escondidinho,Anguille,Изящные движения,슬링키
FailedAttacksDontEndCamouflage,Vicious Chameleon,,Camaleón cruel,邪恶变色龙,Teuflisches Chamäleon,Camaleão Cruel,Caméléon vicieux,Злобный хамелеон,사악한 카멜레온
FasterCharge,Sprinter,,Velocista,冲刺,Sprinter,Velocista,Sprinter,Спринтер,단거리 선수
ChargeMorePowerful,Tackler,,Tacleador,铲球,Angreifer,Enfrentador,Cartouche,Хорошая подготовка,태클러
ChargeNoTrip,Low Center of Gravity,,Bajo centro de gravedad,低底盘,Niedriger Schwerpunkt,Baixo centro de gravidade,Centre de gravité bas,Низкий центр тяжести,중력의 낮은 중심
ChargeNoHealthLoss,Juggernaut,,Imparable,主宰,Moloch,Imparável,Jaggernaut,Неумолимая сила,절대적인 힘
CannibalizeFaster,Fast Food,,Comida rápida,快餐,Fast Food,Lanchinho Rápido,Macdalle,Фастфуд,패스트푸드
CannibalizeMoreHealth,Savorer,,Devorador,吞噬者,Genießer,Devorador,Gastronome,Гурман,구원자
CannibalizeNoAnnoy,Table Manners,,Modales de mesa,餐桌礼仪,Tischmanieren,Modos à Mesa,Esthète de la fourchette,Приличные манеры,테이블 매너
JokesNeverCauseHate,Eggshell Walker,,Bromista al límite,蛋壳行者,Eierschalen-Läufer,Pisando em Ovos,Humour consensuel,По тонкому льду,에그쉘 워커
JokesMoreSuccessful,Feature Act,,Humorista exitoso,故事戏剧,Witzeerzähler,Humorista Especialista,Humour grand public,Острый язык,특징적 행동
JokesAlwaysSuccessful,Feature Act +,,Humorista exitoso +,故事戏剧 +,Witzeerzähler +,Humorista Especialista +,Humour grand public +,Острый язык +,특징적 행동 +
LessArrestXPLoss,Crooked,,Corrupto,瞒天过海,Krumme Dinger,Corrupto,Pourri,Скользкая особа,삐뚤어진
NoArrestXPLoss,Crooked +,,Corrupto +,瞒天过海 +,Krumme Dinger +,Corrupto +,Pourri +,Скользкая особа +,삐뚤어진 +
FasterLunge,Impatient Lunge,,Embestida impaciente,突飞猛进,Ungeduldiger Überraschungsangriff,Ataque Impaciente,Ruée impatiente,Нетерпеливый выпад,성급한 돌진
HackImmediate,Speed Coder,,Programador de alta velocidad,高速编码,Schnellcodierer,Programador Veloz,Codeur éclair,Хак на скорость,스피드 코더
HackingMakesNoSound,Foolproof Hacks,,Hackeos sigilosos,入侵保险,Idiotensichere Hacks,Hacks Infalíveis,Piratages imparables,Безопасные хаки,풀프루프 해킹
HacksBlowUpObjects,Cyber Nuke,,Ciberbomba,网络核弹,Cyberbombe,Ciber Bomba,Cyber bombe,Кибербомба,사이버 핵무기
PossessShorterCooldown,Body-Swapper,,Cambiacuerpos,身体交换,Körperwechsler,Troca-Corpo,Échangeur de corps,Сменщик тел,보디 스와퍼
NoDepossessHealthLoss,No Harm in Dying,,La muerte le sienta bien,无伤死亡,Sterben ist kein Problem,Não há nada de mau em morrer,La mort vous va si bien,Смерть без вреда,죽어도 해가 없다
NoPossessHate,Possessions are Peachy Keen,,Posesiones amistosas,附身无忧,Besitzergreifen ist total ok,Possessões Tranquilas,"La possession, ça vous gagne",Пусть отдохнут от себя,소유물은 피치 킨
SlavesDontMutiny,Benevolent Owner,,Propietario benevolente,仁慈的主人,Gutmütiger Besitzer,Proprietário Benevolente,Propriétaire bienveillant,Добрый хозяин,자비로운 소유자
BiggerSlaveHelmetExplosions,Destructive Deaths,,Muertes destructivas,破坏性死亡,Zerstörerische Todesfälle,Mortes Destrutivas,Morts destructrices,Разрушительная смерть,파괴적인 죽음
LegalEnslavement,Legal Enslavement,,Esclavitud legal,合法奴役,Legale Versklavung,Escravidão Legal,Esclavagisme légal,Законное рабовладение,법적 노예 생활
AgentsDontSeePickpocket,Covert Crook,,Ladrón sigiloso,秘密老千,Verdeckter Gauner,Bandido Discreto,Pourri discret,Скрытная особа,은밀한 사기꾼
BiteFaster,Chipmunk Teeth,,Dientes de ardilla,鼠牙,Streifenhörnchenzahn,Dentes de Esquilo,Dents de hamster,Бурундучьи зубы,다람쥐 이빨
BiteGainMoreHealth,Vein Tapper,,Buscavenas,静脉水龙头,Venenanzapfer,Explorador de Veias,Intraveinard,Чужие вены как свои,정맥 마개
BiteNoAnnoy,They're Just Kissing,,Sólo están besándose,亲密热吻,Sie küssen nur,Eles só estão se beijando,C'est juste un bisou,Они просто целуются,그들은 키스 중.
BiteFullHealth,Bottomless Stomach,,Estómago sin fondo,饕餮巨胃,Bodenloser Magen,Estomago Sem Fundo,Gorge profonde,Бездонный желудок,대식가
WerewolfLastLonger,Killing Time,,Matando el tiempo,消磨时间,Zeit totschlagen,Matando o Tempo,C'est l'heure de tuer,Время убивать,시간 죽이기
WerewolfShorterCooldown,Restless Beast,,Bestia inquieta,不眠野兽,Rastloses Ungeheuer,Fera Inquieta,Bête infatigable,Неприкаянная тварь,무기력한 짐승
WerewolfNoDizzy,Steady Head,,Cabeza firme,神志清醒,Harte Nuss,Cabeça Firme,La tête sur les épaules,Чугунная голова,꾸준한 머리
FasterZombieSpitCharge,Swift Spitter,,Escupidor veloz,迅捷分裂,Schnellspucker,Cuspidor Rápido,Cracheur rapide,Родня верблюдам,스위프트 스피터
NoZombieSpitHealthLoss,Throat of Iron,,Garganta de lata,钢铁之喉,Eisenkehle,Garganta de Ferro,Gorge d'acier,Луженая глотка,아이언 목구멍
NoChloroformCooldown,Subduing Spree,,Sometimiento instantáneo,抑制狂欢,Absolute Unterwerfung,Submissão Instantânea,Marchand de sable,Всем спокойствие,울부 짖는 소리
ZombiesFaster,Quick and Dead,,Rápido y muerto,迅捷亡者,Schnell und tot,Rápido e Morto,Aussi rapide que mort,Быстрые мертвецы,퀵 앤 데드
ZombiesStronger,Inhuman Strength,,Fuerza inhumana,非人之力,Unmenschliche Stärke,Força Sobre-humana,Force inhumaine,Нечеловеческая сила,비인간적인 힘
EnemiesDieWhenFleeing,Heart-Stopper,,Paro cardíaco,心脏阻塞,Herzstillstand,Parador de Corações,Crise cardiaque,Истребитель сердец,심장 스토퍼
BuffFromMultipleKills,Rampager,,Furia sanguinaria,狂暴,Randalierer,Fúria Sanguinolenta,Sauvage,Тихая ярость,램페이저
BulletKnockouts,Rubber Bullets,,Balas de goma,橡胶子弹,Gummigeschosse,Balas de Borracha,Balles en caoutchouc,Резиновые пули,고무 총알
FireproofSkin,Fireproof Skin,,Piel ignífuga,防火皮肤,Feuerfeste Haut,Pela à Prova de Fogo,Peau ignifuge,Огнестойкая кожа,내화성 피부
FireproofSkin2,Fireproof Skin +,,Piel ignífuga +,防火皮肤 +,Feuerfeste Haut +,Pela à Prova de Fogo +,Peau ignifuge +,Огнестойкая кожа +,내화성 피부 +
FightsFires,Scorching Savior,,Ardiente salvador,灼热救世主,Flammenretter,Salvador Ardente,Sauveur des flammes,Спаситель с огоньком,뜨거운 구원자
StrongerWaterCannon,Riot Cannon,,Cañón antidisturbios,防暴大炮,Kampfkanone,Canhão de Motim,Hydrocanon,Полицейский водомет,라이엇 대포
FireExtinguishXP,Inferno Assailant,,Agresor del infierno,地狱火暴徒,Infernoangreifer,Atacante do Inferno,Pompier militant,Боевик из пекла,인페르노 공격자
ResurrectionAllies,Smith,,Agente Smith,特工史密斯,Agent Smith,Agente Smith,Recruteur zélé,Смит,스미스
WaterGivesBuff,Rejuvenating Water,,Agua rejuvenecedora,活力水源,Verjüngendes Wasser,Água Rejuvenescedora,Eau fortifiante,Омолаживающая вода,원기 회복수
CantWearArmor,Unconventional Body Type,,Tipo de cuerpo no convencional,非常规体型,Unkonventioneller Körpertyp,Tipo de corpo não convencional,Corpulence non conventionnelle,Необычное телосложение,비전통적 신체 유형
Glutton,Glutton,,Glotón,馋嘴猫,Vielfraß,Glutão,Glouton,Обжора,대식가
FoodWithdrawal,Starving,,Famélico,忍饿挨饥,Verhungern,Morrendo de Fome,Affamé,Впроголодь,굶주리는
FeelinFull,Feelin' Full,,Sentirse lleno,吃饱了,Sättigung,Sentindo-se Cheio,Repu,Желудок полон,배부른
TranqDartsWorkFaster,Quick Tranq,,Dardos tranquilizantes rápidos,快速镇静剂,Schnellbetäubung,Tranquilizantes Velozes,Tranquillisant éclair,Быстрое успокоение,퀵 트랭크
StandingStillCausesCamouflage,Cardboard Box-Like,,Como caja de cartón,临时伪装,Professioneller Karton,Como uma Caixa de Papelão,Boîte en carton de professionnel,Человек — картонная коробка,골판지 상자처럼
ChallengeAnyoneToFight,Honorable Challengees,,Desafiados honorables,荣誉挑战,Ehrenwerte Herausgeforderte,Desafios de Honra,Duelliste honorable,Вызывает уважение,존경할만한 도전과제
FeelingGoodPositiveEffects,Lit,,Iluminado,坚守不退,Erleuchtet,Iluminado,"Je vais bien, tout va bien",В приподнятом настроении,문학
HigherWerewolfSpeed,Swift Wolf,,Lobo veloz,速狼,Flinker Wolf,Lobo Rápido,Loup rapide,Быстроногий волк,스위프트 울프
HigherWerewolfDamage,Rip and Tear,,Rasgar y romper,撕咬,Aufreißen und zerfetzen,Rasgar e Arrancar,De griffes et de crocs,Рвать и метать,찢고 찢기고
ResearchGunStatusEffects,Research Gun Radiation,,Radiación de arma experimental,实验枪的辐射,Forschungsgewehr-Verstrahlung,Radiação de Arma Experimental,Radiation de flingue expérimental,Радиоактивное оружие,리서치 건 방사선
SlavesFightForYou,Steadfast Slaves,,Esclavos firmes,坚定的奴隶,Treue Sklaven,Escravos Firmes,Esclaves inébranlables,Преданные рабы,변함 없는 노예
PickpocketMoreMoney,Deeper Pockets,,Bolsillos profundos,更深的口袋,Tiefere Taschen,Bolsos Profundos,Poches vraiment profondes,Глубокие карманы,깊은 주머니
,,,,,,,,,
EnduranceTrait,Endurance +,,Resistencia +,耐力 +,Ausdauer +,Resistência +,Endurance +,Выносливость +,지구력 +
SpeedTrait,Speed +,,Velocidad +,速度 +,Geschwindigkeit +,Velocidade +,Vitesse +,Скорость +,속도 +
AccuracyTrait,Firearms +,,Precisión +,精准度 +,Genauigkeit +,Precisão +,Précision +,Точность +,정확도 +
StrengthTrait,Melee +,,Fuerza +,力量 +,Stärke +,Força +,Force +,Сила +,강도 +
,,,,,,,,,
CannibalsNeutral_Chinese,Cool with Maniacs,,,与疯子相安无事,,,,,
,,,,,,,,,
,,,,,,,,,
BlockDebuffs,Stable System,,Sistema estable,稳定系统,Stabiles System,Sistema Estável,Système stable,Устойчивая система,시스템 안정화
Revenue,Revenue,,Ingresos,收入,Einnahmen,Renda,Revenus,Прибыль,수익
OweCops1,Cop Debt,,Deuda policial,警察债务,Cop-Schulden,Dívida Policial,Flic corrompu,Долг копу,경찰 부채
OweCops2,Cop Debt (Hostile),,Deuda policial (hostil),警察债务（有敌意）,Cop-Schulden (feindlich),Dívida Policial (Hostil),Flic corrompu (Hostile),Долг копу (Враждебный),경찰 부채 (적대)
MustPayCops,Corruption Costs,,Costes de corrupción,腐败代价,Korruptionskosten,Subornos,Pot-de-vin,Взятка,타락의 비용
Shakedowner,Extortionist,,Extorsionador,勒索者,Erpresser,Chantagista,Extorqueur,Вымогатель,착취자
Shakedowner2,Extortionist +,,Extorsionador +,勒索者+,Erpresser +,Chantagista +,Extorqueur +,Вымогатель +,착취자 +
Mugger,Mugger,,Atracador,抢劫者,Straßenräuber,Ladrão,Agresseur,Гопник,노상강도
Mugger2,Mugger +,,Atracador +,抢劫者+,Straßenräuber +,Ladrão +,Agresseur +,Гопник +,노상강도 +
MoreHealthFromPowerSap,Sappy-Healthy,,Descarga saludable,吸耗生命,Saftig-Gesund,Seiva Viva,Requinqué,Энерговсплеск,넘치는 체력
MoreDamagePowerSap,Sap Damage,,Descarga dolorosa,吸耗伤害,Saftschaden,Dano de Seiva,Dégâts d'absorption,Истощающий урон,흡수 피해량
Rechargeable,Rechargeable,,Recargable,充电电池,Wiederaufladbar,Recarregável,Rechargeable,Перезарядка,재충전
Rechargeable2,Rechargeable +,,Recargable +,充电电池+,Wiederaufladbar +,Recarregável +,Rechargeable +,Перезарядка +,재충전 +
Electronic,Electronic,,Electrónico,电子设备,Elektronisch,Eletrônico,Électronique,Электроника,전자력
ChargeLevel1,Charge Level 1,,Nivel de carga 1,电量1,Ladestufe 1,Nível de Carga 1,Charge Niveau 1,Уровень заряда 1,충전 레벨 1
ChargeLevel2,Charge Level 2,,Nivel de carga 2,电量2,Ladestufe 2,Nível de Carga 2,Charge Niveau 2,Уровень заряда 2,충전 레벨 2
ChargeLevel3,Charge Level 3,,Nivel de carga 3,电量3,Ladestufe 3,Nível de Carga 3,Charge Niveau 3,Уровень заряда 3,충전 레벨 3
ChargeLevel4,Charge Level 4,,Nivel de carga 4,电量4,Ladestufe 4,Nível de Carga 4,Charge Niveau 4,Уровень заряда 4,충전 레벨 4
Bodyguard,Bodyguard,,Guardaespaldas,保镖,Leibwächter,Guarda-costas,Garde du corps,Телохранитель,경호원
RollerSkates,Roller Skates,,Patines,溜冰鞋,Rollschuhe,Patins,Rollers,Ролики,롤러 스케이트
RollerSkates2,Roller Skates +,,Patines,溜冰鞋,Rollschuhe,Patins,Rollers,Ролики,롤러 스케이트
DeliverPackage,Package Delivery,,Reparto del paquete,包裹递送,Paketzustellung,Entrega de Pacote,Livraison de paquet,Доставка,패키지 배달
OwnersNotHostile,Wrong Building,,Edificio equivocado,错误建筑,Falsches Gebäude,Edifício Errado,Erreur de bâtiment,Не по адресу,틀린 건물
CantAttack,Harmless,,Inofensivo,无害,Harmlos,Inofensivo,Inoffensif,Безобидный,무해함
AttacksOneDamage,Near-Harmless,,Casi inofensivo,近乎无害,Nah-Harmlos,Quase Inofensivo,Quasi-inoffensif,Почти безобидный,거의 무해함
BigCollider,Bulky,,Aparatoso,庞大,Sperrig,Parrudo,Encombrant,Огромный,덩치
OilRestoresHealth,Oil Reliant,,Necesita combustible,燃油依赖,Ölabhängig,À base de óleo,Essence essentielle,Бензинозависимость,기름 전용
CantTeleport,No Teleports,,Sin teletransportes,没有瞬间移动,Keine Teleports,Sem Teletransporte,Pas de téléportations,Нет телепортов,텔레포트 불가
