STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
ShapeShifter,"The Shapeshifter has been sent to Earth for the purpose of causing planet-wide chaos. Unfortunately, the Shapeshifter's earthly appearance is that of a demonic-looking little naked person (it's just pink eye, OK?), which is not really ideal for functioning in society. Fortunately, the Possession Stone allows the Shapeshifter to hop into and out of people's bodies, making life on Earth a whole lot easier!",,"El Cambiaformas ha sido enviado a la Tierra con el fin de generar un caos a nivel planetario. Desafortunadamente, el aspecto terrenal del Cambiaformas es el de una personita desnuda de aspecto demoníaco (es sólo conjuntivitis, ¿vale?), que no es exactamente lo ideal para moverse en una sociedad. Afortunadamente, la Piedra de posesión permite al Cambiaformas meterse y salir de los cuerpos de otras personas, ¡lo que le facilita un montón la vida en la Tierra!",变形人被送到地球的目的是在这颗星球引起混乱。不幸的是，变形人的地球人外表是一个看起来像恶魔的小裸人（只是粉色的眼睛，好吧？），这真的不太适合在社会上存在。幸运的是，控制之石允许变形人跳进和跳出人类的身体，以便使地球上的生活更容易些！,"Der Gestaltwandler wurde vom Himmel auf die Erde gesandt, um auf dem ganzen Planeten für Chaos zu sorgen. Leider ähnelt die irdische Erscheinung des Gestaltwandlers einer dämonenähnlichen kleinen Person (das ist nur ein rotes Auge, OKAY?), was nicht ideal für das Funktionieren in der Gesellschaft ist. Glücklicherweise ermöglicht der Besitzergreifungsstein es dem Gestaltwandler, in die Körper der Menschen hineinzuhüpfen und auch wieder hinaus, so wird das Leben auf der Erde viel einfacher!","O Transmorfo foi enviado dos céus com o propósito de trazer o caos ao planeta. Infelizmente, a antiga aparência do Transmorfo, a de uma pequena pessoa pelada com uma aparência demoníaca (Só é uma conjuntivite, OK?), não é muito ideal para se ajustar na sociedade. Felizmente, a Pedra da Possessão permite que o Transmorfo pule para dentro e fora dos corpos das pessoas, facilitando bastante a vida na Terra!","Le Change-forme a été envoyé sur Terre pour semer le chaos sur toute la planète. Malheureusement, son apparence terrestre ressemble à une sorte de petit être démoniaque (ce sont juste des yeux roses, OK ?), ce qui n'est pas l'idéal quand on veut s'intégrer à une société. Heureusement, la Pierre de possession permet au Change-forme d'entrer et de sortir des corps des gens, ce qui facilite grandement la vie sur Terre !","Оборотень был послан с небес на землю, чтобы вызвать хаос на всей планете. К сожалению, на земле оборотень выглядит как маленький голый человечек, однозначно похожий на демона (розовые глаза — ну что такого?) — не самое подходящее для общества обличье. К счастью, у оборотня есть камень переселения душ, который позволяет ему вселяться в кого угодно и делает его пребывание на земле вполне сносным!",시장이 저지른 혼란을 정리하기 위해 셰이프쉬프터가 지구에 왔습니다. 아쉽게도 쉐이프쉬프터의 지상에서의 모습은 악마처럼 보이는 키 작은 나체 모습의 사람이므로(핑크색 눈) 지구에서 활동하기에는 적합하지 않습니다. 다행스럽게도 쉐이프쉬프터는 소유한 돌을 통해 사람들의 몸에 들어가고 나올 수 있어 훨씬 더 수월하게 지구에서 생활할 수 있습니다.
Assassin,"Stealthily moves through the shadows and murders people from behind.  One day dreamed of assassinating a president or military leader, but has so far had to settle for rich old ladies and the occasional rich feline heir.  Hey, a job's a job!  When the Assassin heard about the growing unrest against the mayor, a murderous spirit within was renewed!",,"Se mueves sigilosamente por las sombras y asesina por la espalda. Antaño soñaba con asesinar a un presidente o alto mando militar, pero por ahora se ha tenido que conformar con viejas adineradas u ocasionalmente algún rico heredero felino. No juzgues, ¡un trabajo es un trabajo! Cuando el Asesino se enteró del creciente malestar contra el alcalde, ¡su espíritu homicida interior volvió a despertar!",在阴影中潜行，从背后发出致命一击。也曾想过去暗杀总统或军方大佬，但目前解决的只是有钱的老太太和偶然继承了一大笔遗产的宠物猫。咋说呢，工作就是工作，干一行爱一行！当刺客听说反对市长的动乱日益壮大后，一股刺杀的劲头在他体内喷涌而出！,"Bewegt sich heimlich durch die Schatten und ermordet Menschen hinterrücks. Träumte eines Tages davon, einen Präsidenten oder militärischen Anführer zu ermorden, musste sich aber bisher mit reichen alten Damen und dem einen oder anderen katzenartigen Erben zufriedengeben. Hey, ein Job ist ein Job! Als der Attentäter von der wachsenden Unzufriedenheit mit dem Bürgermeister hörte, wurde ein mörderischer Geist wieder erweckt!","Movimenta-se silenciosamente pelas sombras e mata pessoas pelas costas. Um dia sonhou em assassinar um presidente ou líder militar, mas por enquanto só chegou até as senhoras ricas e, ocasionalmente, seus herdeiro felino. Ei, um trabalho é um trabalho! Quando o Assassino ouviu sobre a crescente revolta contra o prefeito, o espírito assassino dentro dele renasceu!","Arpente furtivement les ténèbres et assassine des gens sans défense. A un jour rêvé d'assassiner un président ou un chef militaire, mais s'est pour l'instant contenté des vieilles mamies riches et d'un occasionnel héritier félin plein aux as. Hé, il faut bien manger ! Quand l'Assassin a entendu parler de la grogne montante contre le Maire, son esprit meurtrier et révolutionnaire s'est ravivé !","Всегда остается в тени и убивает людей, нападая со спины. Когда-то мечтал об успешном покушении на президента или высокопоставленного военного, но пока вынужден довольствоваться богатыми старухами и не менее богатыми кошками. Работа, что поделать... Услышав о нарастающем недовольстве нынешним мэром, он сразу же воспрянул духом!","그림자를 통해 은밀히 움직이고 뒤에서 사람들을 살해합니다. 한때는 대통령이나 군대 지도자를 암살하는 꿈을 꾸었지만, 지금까지는 부유한 늙은 여인과 가끔식 부유한 고양이 후계자에 만족합니다. 이봐, 일은 일이지! 암살자가 시장에 대해 늘어나는 걱정에 대해 들었을 때 내면의 살인 정신이 새롭게 드러났습니다."
Cop,"Follows the Law of the Land unflinchingly, even if it doesn't always make perfect sense.  Despite this, the Cop became disenchanted with the current government after a law was passed preventing more than four people from dancing side by side, sadly forcing the Cop's Village People cover group to disband.",,"Respeta la Ley local sin cuestionamientos, incluso si no siempre le encuentra sentido. A pesar de esto, el Policía sufrió un desencanto con el nuevo gobierno luego de que se aprobara una ley que prohibe que más de cuatro personas bailen lado a lado, lo que tristemente obligó a disolverse a la banda tributo a los Village People del cuerpo de policía.",一丝不苟地遵守当地法律，虽然这些法律有时候并没有什么意义。尽管如此，在政府通过了禁止 4 个以上的人肩并肩跳舞的法律之后，警察也不再对当前政府抱有幻想了。因为这部法律强制解散了警察的村民保护团。,"Folgt dem Landrecht unnachgiebig, auch wenn es nicht immer Sinn ergibt. Trotzdem wurde der Polizist von der aktuellen Regierung enttäuscht, nachdem ein Gesetz verabschiedet wurde, das verhindert, dass über vier Leute Seite an Seite tanzen dürfen und somit die Coverband Village People des Polizisten zur Auflösung zwang.","Segue a Lei da Terra firmemente, mesmo que nem sempre faça sentido. Apesar disso, o Policial perdeu seu encanto com o governo atual depois que uma lei, que proíbe que mais de quatro pessoas dancem lado a lado, foi aprovada, lamentavelmente forçando o grupo cover de Village People do Policial a se desfizer.","Suit implacablement la Loi de la terre, même si ça n'a pas vraiment de sens. Mais il y a une limite à suivre aveuglément le gouvernement en place, et le Policier l'a fixée à la loi passée pour empêcher quatre personnes de danser côte à côte, poussant ainsi son groupe de reprises des Village People à se séparer.","Всюду руководствуется неписанными правилами, даже если они довольно тупые. Однако, даже копу разонравилось нынешнее руководство после того, как вышел закон, запрещающий танцевать более, чем четверым людям в ряд — ведь из-за этого распалась полицейская кавер-группа Village People.","항상 완벽히 이치에 맞는 것은 아니더라도, 굴하지 않고 지상의 법을 따릅니다. 이에도 불구하고, 다섯 명 이상의 사람들이 나란히 춤을 추지 못하게 하는 법이 통과된 후 경찰은 현 정부와의 마법을 풀게 되었고, 애석하게도 경찰의 마을 사람들 커버 그룹을 강제로 해산시켰습니다."
Cop2,"Follows the Law of the Land unflinchingly, even if it doesn't always make perfect sense.  Despite this, the Cop became disenchanted with the current government after a law was passed preventing more than four people from dancing side by side, sadly forcing the Cop's Village People cover group to disband.",,"Respeta la Ley local sin cuestionamientos, incluso si no siempre le encuentra sentido. A pesar de esto, el Policía sufrió un desencanto con el nuevo gobierno luego de que se aprobara una ley que prohibe que más de cuatro personas bailen lado a lado, lo que tristemente obligó a disolverse a la banda tributo a los Village People del cuerpo de policía.",一丝不苟地遵守当地法律，虽然这些法律有时候并没有什么意义。尽管如此，在政府通过了禁止 4 个以上的人肩并肩跳舞的法律之后，警察也不再对当前政府抱有幻想了。因为这部法律强制解散了警察的村民保护团。,"Folgt dem Landrecht unnachgiebig, auch wenn es nicht immer Sinn ergibt. Trotzdem wurde der Polizist von der aktuellen Regierung enttäuscht, nachdem ein Gesetz verabschiedet wurde, das verhindert, dass über vier Leute Seite an Seite tanzen dürfen und somit die Coverband Village People des Polizisten zur Auflösung zwang.","Segue a Lei da Terra firmemente, mesmo que nem sempre faça sentido. Apesar disso, o Policial perdeu seu encanto com o governo atual depois que uma lei, que proíbe que mais de quatro pessoas dancem lado a lado, foi aprovada, lamentavelmente forçando o grupo cover de Village People do Policial a se desfizer.","Suit implacablement la Loi de la terre, même si ça n'a pas vraiment de sens. Mais il y a une limite à suivre aveuglément le gouvernement en place, et le Policier l'a fixée à la loi passée pour empêcher quatre personnes de danser côte à côte, poussant ainsi son groupe de reprises des Village People à se séparer.","Всюду руководствуется неписанными правилами, даже если они довольно тупые. Однако, даже копу разонравилось нынешнее руководство после того, как вышел закон, запрещающий танцевать более, чем четверым людям в ряд — ведь из-за этого распалась полицейская кавер-группа Village People.","항상 완벽히 이치에 맞는 것은 아니더라도, 굴하지 않고 지상의 법을 따릅니다. 이에도 불구하고, 다섯 명 이상의 사람들이 나란히 춤을 추지 못하게 하는 법이 통과된 후 경찰은 현 정부와의 마법을 풀게 되었고, 애석하게도 경찰의 마을 사람들 커버 그룹을 강제로 해산시켰습니다."
Gangbanger,"Joined the Crepes after witnessing their father being murdered at the hands of a Blahd. Actually, it wasn't a Blahd, it was just a crazed naked man driven insane from a nasty sunburn. The Gangster probably needs to have their vision checked.",,Se unió a los Crepes tras ver cómo un Blahd asesinaba a su padre. En realidad no era un Blahd. No era más que un hombre desnudo que había enloquecido por un caso severo de quemadura solar. El Gangster probablemente necesita ir al oculista.,在目睹自己的父亲被血帮谋杀后，加入了瘸帮。实际上，这不是血帮下的手，只是一个因为晒伤被逼疯的裸男所为。流氓可能需要检查一下自己的视力。,"Hat sich den Crepes angeschlossen, nachdem er Zeuge wurde, wie sein Vater von den Händen eines Blahds ermordet wurde. Eigentlich war es gar kein Blahd, es war nur ein nackter Mann, der von einem extremen Sonnenbrand in den Wahnsinn getrieben wurde. Der Gangster sollte wahrscheinlich mal einen Sehtest machen.","Juntou-se aos Crepes depois de testemunhas o assassinato de seu pai pelas mãos de um Blahd. Na verdade, não foi um Blahd, era um maluco pelado enlouquecido por ter exagerado no bronzeado. O Gangster provavelmente só precisa fazer uma visita ao oftalmologista.","A rejoint les Crêpes après avoir vu son père se faire tuer par un Blair. En fait, ce n'était pas un Blair, c'était juste un type à poil rendu complètement fou par un atroce coup de soleil. Le Gangster a probablement besoin de se faire faire des lunettes.","Присоединился к банде Невалидных, увидев, как Кровяные жестоко убивают его отца. На самом деле, это были не Кровяные, а просто голый мужик, чокнувшийся из-за мерзких солнечных ожогов. Этому парню явно стоит проверить зрение.",블라드의 손에 엄마가 살해당하는 걸 본 후 크레페에 합류했습니다. 실제로는 블라드가 아니었습니다. 태양빛이 얼굴이 익어 코가 빨갛게 변한 벌거벗은 남자였어요. 그 갱스터는 아마 시력 검사를 받아야 할 거예요.
GangbangerB,"Joined the Blahds after witnessing their father being murdered at the hands of a Crepe. Actually, it wasn't a Crepe, it was just a crazed naked man driven insane after falling into a vat of blueberries. The Gangster probably needs to have their vision checked.",,Se unió a los Blahds tras ver cómo un Crepe asesinaba a su padre. En realidad no era un Crepe. No era más que un hombre desnudo que había enloquecido tras caer dentro de una cubeta llena de arándanos. El Gangster probablemente necesita ir al oculista.,在目睹他的父亲被瘸帮谋杀后，加入了血帮。实际上，这不是瘸帮下的手，只是一个掉到蓝莓缸被逼疯的裸男所为。流氓可能需要检查一下自己的视力。,"Hat sich den Blahds angeschlossen, nachdem er Zeuge wurde, wie sein Vater von den Händen eines Crepes ermordet wurde. Eigentlich war es gar kein Crepe, es war nur ein nackter Mann, der nach einem Sturz in einen Bottich mit Heidelbeeren wahnsinnig geworden war. Der Gangster sollte wahrscheinlich mal einen Sehtest machen.","Juntou-se aos Blahds depois de testemunhas o assassinato de seu pai pelas mãos de um Crepe. Na verdade, não foi um Crepe, era um maluco pelado enlouquecido por ter caído em um barril de amoras. O Gangster provavelmente só precisa fazer uma visita ao oftalmologista.","A rejoint les Blairs après avoir vu son père se faire tuer par une Crêpe. En fait, ce n'était pas une Crêpe, c'était un type nu devenu fou après être tombé dans des buissons de myrtilles. Le Gangster a probablement besoin de se faire faire des lunettes.","Присоединился к банде Кровяных, увидев, как Невалидные жестоко убивают его отца. На самом деле, это были не Невалидные, а просто голый мужик, чокнувшийся после падения в бочку с черникой. Этому парню явно стоит проверить зрение.",블라드의 손에 엄마가 살해당하는 걸 본 후 크레페에 합류했습니다. 실제로는 크레페가 아니었습니다. 블루베리 통 속에 빠진 후 정신이 나간 빨간 코를 가진 벌거벗은 남자였어요. 그 갱스터는 아마 시력 검사를 받아야 할 거예요.
Shopkeeper,"Is often known for being very critical of their fellow roguelike shopkeepers, referring to their contemporaries who set up shop in the middle of dungeons as ""frigging idiots with no common sense"".  Prefers to do business in populated areas that aren't surrounded by deadly monsters.",,"A menudo es conocido por ser muy crítico de sus compañeros comerciantes rebeldes, refiriéndose a sus contemporáneos que se instalan en el medio de una mazmorra ""idiotas sin sentido común"". Prefiere hacer negocios en áreas pobladas que no estén rodeados de monstruos asesinos.",常常以对他在其他 Roguelike 游戏中的同行嗤之以鼻，把那些在地下城中间开店的同行叫做“没有商业常识的可怜白痴”。喜欢在人口密集的地区开展业务，不喜欢被致命的怪物环伺左右。,"Ist dafür bekannt, seinen Ladenbesitzerkollegen sehr kritisch gegenüberzustehen. Seine Zeitgenossen, die ihre Läden in der Mitte der Verliese aufgebaut haben, nennt er: „Verdammte Idioten ohne gesunden Menschenverstand“. Er macht lieber Geschäfte in bevölkerten Gebieten, die nicht von todbringenden Ungeheuern umgeben sind.","É comumente conhecido por ser bastante crítico com seus colegas comerciantes rebeldes, referindo-se aos seus antecessores que instalaram uma loja no meio de masmorras como ""malditos idiotas sem senso comum"". Prefere fazer negócios em áreas povoadas que não estejam cercadas por monstros mortais.","Est connu pour être très critique envers ses confrères commerçants de rogue-like, appelant ""idiots sans aucun sens commun"" ses collègues qui s'installent au milieu d'un donjon. Il préfère mener ses affaires dans des zones plus peuplées sans monstre mortel tous les deux mètres.","Известен своей явной неприязнью к коллегам из роглайк игр, отзываясь о тех торговцах, что открывают магазины посреди подземелий, как об идиотах, у которых нет ни грамма здравого смысла. Предпочитает вести дела в там, где есть люди и нет смертоносных монстров.","악당 같은 가게 주인에게 매우 중요한 것으로 종종 알려져 있으며, ""상식 없는 빌어먹을 멍청이""로 지하 감옥 가운데에서 가게를 세운 동시대인을 나타냅니다. 무서운 몬스터에 의해 둘러싸여 있지 않은 인구 밀집 지역에서 사업을 하기를 선호합니다."
Soldier,"The Soldier aspires to fight for the city.  Unfortunately there are no wars going on right now.  So why not create one?  That's where the Resistance comes in.  Rather than sitting around twiddling their thumbs, the soldier will now have the opportunity to fight the good fight -- and maybe even commit a few atrocities in the process!  Hoo-ah!!!",,"El Soldado aspira a luchar por la ciudad. Lamentablemente no hay guerras en curso ahora mismo. Así que ¿por qué no crear una? Ahí es donde entra en juego la Resistencia. En lugar de quedarse sentado jugando con sus pulgares, el soldado ahora tendrá la oportunidad de dar una buena batalla... ¡y tal vez incluso cometer de paso alguna atrocidad que otra! ¡¡¡Guay!!!",战士渴望为城市而战。可惜现在不打仗了。所以，为什么不来制造一场战争呢？这就是抵抗组织的由来。与其坐在那里无所事事，战士现在有机会打一场正经的战斗，也许可以顺便施施暴！呼啊，爽！！！,"Der Soldat strebt an, für die Stadt zu kämpfen. Unglücklicherweise gibt es gerade gar keine Kriege. Also warum nicht einen beginnen? Da kommt der Widerstand ins Spiel. Statt herumzusitzen und Däumchen zu drehen hat der Soldat nun die Möglichkeit, sich wacker zu schlagen -- und dabei vielleicht sogar ein paar Grausamkeiten zu begehen! Hoo-ah!!!","O Soldado aspira lutar pela cidade. Infelizmente não há nenhuma guerra acontecendo no momento. Então, por que não criar uma? Foi dai que surgiu a Resistência. Em vez de ficar sentado chupando dedo, o soldado agora terá a oportunidade de participar de uma luta que vale a pena -- e, talvez, até cometa algumas atrocidades no processo! Viva!!!","Le Soldat aspire à se battre pour la ville. Malheureusement, il n'y a pas de guerre en ce moment. Alors pourquoi ne pas en créer une ? Et c'est là qu'arrive la Résistance. Au lieu de rester dans son coin à se tourner les pouce, le Soldat va maintenant avoir l'opportunité de se battre pour le bien, même s'il faudra bien commettre une ou deux atrocités dans l'histoire ! Ahou !!!","Солдат с радостью сражался бы за свой город. К сожалению, сейчас нигде нет ни одной войны. Так почему бы не развязать ее самому?И тут ему на помощь пришло Сопротивление. Теперь солдату не придется помирать со скуки, теперь он может сражаться за доброе дело — и, может, даже совершить пару-тройку военных преступлений! Ура!",군인은 도시를 위해 싸우길 열망합니다. 불행히도 지금은 전쟁이 없어요. 그렇다면 전쟁이 나게 하는 건 어때요? 거기는 저항군이 들어오는 곳입니다. 할 일 없이 빈둥거리며 지내지 않고 군인은 이제 선한 싸움을 할 기회를 갖게 될 겁니다. 그리고 아마도 그 과정에서 몇몇 잔악 행위를 저지를 수도 있어요! 후~아!!!
Zombie,"The Zombie doesn't actually want to eat people's brains.  I mean, that's pretty gross.  However, society expects it. Society also demands that 'normies' try to stab Zombies in the head with an axe.  It's a vicious cycle.  Zombies also wish that they were cool enough to hang out with Vampires -- but as everyone knows, Vampires can be pretty aloof!",,"El Zombi realmente no quiere comerse los cerebros de las personas. Quiero decir, es bastante asqueroso. Sin embargo, las expectativas sociales lo ponen bajo presión. La sociedad también exige que los 'normis' intenten apuñalar a los zombis en la cabeza con un hacha. Es un círculo vicioso. Los Zombis también desearían ser lo suficientemente cool como para pasar juntarse con los vampiros. Pero como todos saben, los vampiros pueden ser bastante distantes.",僵尸其实并不喜欢吃人脑。我是说，那多恶心啊。不过，大家都想看到这种镜头。还有，大家也期望看到“正常人”用斧头砍僵尸的头部。这是一个恶性循环。僵尸也希望他们能变得酷酷的，好能和吸血鬼一起玩。但大家都知道，吸血鬼相当高冷！,"Der Zombie möchte eigentlich gar nicht die Gehirne von Menschen verzehren. Ich meine, das ist ja auch wirklich ekelhaft. Aber die gesellschaftlichen Erwartungen sehen es so vor. Die Gesellschaft fordert auch, dass ‚Normalos‘ versuchen, Zombies mit einer Axt auf den Kopf zu schlagen. Es ist ein Teufelskreis. Zombies wünschen sich auch, dass sie cool genug sein könnten, um sich mit den Vampiren zu treffen -- aber, wie allgemein bekannt: Vampire können ziemlich unnahbar sein!","O Zumbi na verdade não quer comer os cérebros das pessoas. Quer dizer, isso é bem nojento. No entanto, a sociedade espera por isso. A sociedade também espera que os ""normais"" acertem os zumbis na cabeça com um machado. Isso é um ciclo vicioso. Zumbis também gostariam de ser maneiros o suficiente para andar com os Vampiros -- mas, como todos sabem, os Vampiros podem ser bem indiferentes!","Le Zombi n'aime pas spécialement manger le cerveau des gens, en fait. Je veux, c'est quand même dégueulasse. Mais la société attend ça de lui. Le société veut aussi que des types plantent des haches dans la tête du Zombi. C'est un cercle plutôt vicieux. Les zombis aimeraient aussi être assez cool pour traîner avec les vampires. Mais comme chacun le sait : les vampires sont des snobs !","Зомби вовсе не хочет есть человеческие мозги. Это же просто фу-у-у-у! Но эти чертовы стереотипы. Они не только заставляют зомби вести себя как зомби, но еще и заставляют людей атаковать зомби с топорами и битами. Замкнутый круг. А еще зомби мечтают тусоваться с вампирами, но те постоянно корчат из себя какую-то элиту!","좀비는 사실 사람들의 뇌를 먹고 싶어하지 않습니다. 그건 굉장히 역겹다는 말이에요. 하지만 사회는 그걸 기대하죠. 사회에서는 ''일반인들""이 도끼로 머리 속 좀비를 찌르길 요구하기도 합니다. 악순환이죠. 또한 좀비들은 뱀파이어들과 놀 수 있을 만큼 충분히 쿨하길 바래요. -- 하지만 모두가 알죠, 뱀파이어는 아주 무관심할 수 있다는 걸!"
Businessman,"""Greed is good!  So are drugs!""  This is the motto that the Investment Banker lives by.  Predictably, this has led them to significant wealth and a crippling drug addiction...  Party party party!  It's an extreme lifestyle (and gameplay style) that's not for everyone.",,"""¡La codicia es buena! ¡Y lo mismo las drogas!"" Este es el lema bajo el que vive el Banquero de inversión. De forma predecible, esto le ha conseguido gran riqueza y una terrible adicción a las drogas... ¡Fiesta fiesta fiesta! Es un estilo de vida (y de juego) extremo que no es para cualquiera.",“贪婪是好事！毒品也是！”这就是投资银行家的座右铭。可以预见的是，这让他们拥有了巨额财富和严重毒瘾……还有各种派对！这是一种极端的生活方式（和游戏风格），并不适合所有人。,"„Habgier ist gut! Und Drogen sind auch gut!“ Das ist das Motto, nach dem der Investmentbanker lebt. Es war ja vorauszusehen, dass ihm das großen Reichtum und eine lähmende Drogensucht brachte... Party, Party, Party! Ein extremer Lebenstil (und Spielstil), der nicht zu jedem passt.","""A ganância é boa! Assim como as drogas!"" Este é o lema dos Banqueiros de Investimentos. Previsivelmente, isso os levou a uma riqueza significativa e a uma dependência de drogas... Festa festa festa! É um estilo de vida extremo (e um estilo de jogo) que não é para todos.","""La cupidité, c'est bien ! Comme les drogues !"" Tel est le projet - à défaut de programme - du Banquier d'affaires. Comme on peut s'y attendre, cela a mené à une richesse à la hauteur de sa toxicomanie... la fête ! La fête ! Toujours la fête ! C'est un style de vie assez extrême (et ludique) qui n'est pas pour tout le monde.","«Жадность это круто! Наркотики еще лучше!» — такого девиза придерживается любой финансист. Неудивительно, что они чертовски богаты и окончательно и бесповоротно сидят на всякой наркоте... Веселье без конца! Экстремальный образ жизни (и игры), который не всякому подойдет.","""탐욕은 좋다! 마약도 마찬가지다!"" 이것은 투자 은행가가 살아가는 모토입니다. 예상대로, 이로 인해 상당한 부와 심한 마약 중독에 빠지게 되었습니다... 파티 파티 파티! 모두를 위한 것은 아닌 극한의 라이프 스타일(그리고 게임 플레이 스타일)입니다."
Werewolf,"Up until this point, the Werewolf has only used their powers for two things: 1. Winning high school basketball games, and 2. Viciously mauling people.  Werewolf does not consider either of these things to be a worthwhile use of their time, and feels like their life is stuck in a rut.  Thanks to the Resistance, they'll hopefully be able to use their powers for some good -- all while having a howl-ingly good time!",,"Hasta este punto, el Hombre lobo solo ha utilizado sus poderes para dos cosas: 1. ganar juegos de baloncesto en la secundaria y 2. magullar a gente con saña. El Hombre lobo no considera que cualquiera de estas cosas sea un uso valioso de su tiempo y siente que su vida se ha sumido en la rutina. Gracias a la Resistencia, con un poco de suerte podrá poner a buen uso sus poderes... ¡y aullará de diversión!",直到现在，狼人只使用他们的力量做过两件事：1. 赢得高中篮球赛；2. 恶意伤人。狼人觉得这些事情不值得他们浪费时间，而且觉得他们的生活相当枯燥乏味。多亏了抵抗组织，他们希望能够利用他们的力量做一些善事，顺便享受下嚎叫的好日子！,"Bis zu diesem Zeitpunkt hat der Werwolf seine Kräfte nur für zwei Dinge eingesetzt: 1. Das Gewinnen von High-School-Basketballspielen und 2. Das brutale Malträtieren von Menschen. Der Werwolf hält keins dieser Dinge für einen lohnenden Zeitvertreib und hat das Gefühl, sein Leben sei irgendwie sinnlos. Dank des Widerstandes kann er seine Kräfte nun hoffentlich für etwas Gutes einsetzen -- und dabei eine heeeulend gute Zeit haben!","Até esse ponto, o Lobisomem só usou seus poderes para duas coisas: 1. Ganhar o jogo de basquete da escola, e 2. Maltratar violentamente pessoas. O Lobisomem considera que nenhuma dessas coisas valem o seu tempo, e sente que sua vida está presa na rotina. Graças à Resistência, eles felizmente serão capazes de usar seus poderes para o bem -- enquanto uivam de diversão!","Jusqu'à présent, le Loup-garou n'a utilisé ses pouvoirs que pour deux choses : 1. Remporter les matchs de basket du lycée et 2. Transformer des gens en pulpe. Le Loup-garou ne considère pas que ça vaille vraiment le coup, et se dit que sa vie est assez vaine. Grâce à la Résistance, il va peut-être enfin pouvoir utiliser ses pouvoirs pour faire le bien.","До сего дня вервольф пользовался своими способностями для двух вещей: чтобы побеждать в школьных баскетбольных играх и чтобы шинковать людей как капусту. Но ему всегда казалось, что он тратит свой талант впустую, что он зашел в тупик. Благодаря сопротивлению у него появилась благородная цель — которая, впрочем, не отменяет старого-доброго звериного веселья!","이 시점까지, 늑대 인간은 두 가지를 위해서만 자신의 힘을 사용했습니다. 1. 고등학교 농구 경기 우승, 2. 사람들을 거칠게 학대. 늑대 인간은 이러한 것 중 어느 것이 자신의 시간을 가치 있게 쓰는 것인지 고려하지 않으며, 자신의 삶이 틀에 박힌 것처럼 느낍니다. 저항군 덕분에, 그들은 희망적으로 선을 위해 자신의 힘을 사용할 수 있을 겁니다. -- 모두 어마어마하게 좋은 시간을 보내면서 말이죠."
WerewolfB,,,,,,,,,
Hobo,"Starting from nothing, the humble Slum Dweller is willing to rise up and do whatever it takes to make it in this crazy world.  This typically involves beating up random people for their cash, and scouring trash barrels for bacon cheeseburgers.   A true personification of the American dream!",,"El humilde Mendigo, acostumbrado a no tener nada, está dispuesto a hacer lo que sea para triunfar en este loco mundo. Lo que típicamente significa golpear a transehúntes al azar para quitarles su dinero y revolver contenedores de basura en busca de alguna hamburguesa vieja. ¡Una verdadera encarnación del Sueño americano!",卑微的贫民区居民一无所有，他们愿意揭竿而起，在这个疯狂的世界里做一些值得去做的事。这通常包括随便找个人痛殴一顿，然后抢走他们的钱，以及在垃圾桶中寻找培根乳酪汉堡。美国梦的真实化身！,"Mit Nichts beginnend möchte der bescheidene Slumbewohner aufsteigen und ist bereit dazu, alles zu tun, um es in dieser verrückten Welt zu etwas zu bringen. Dazu gehören typischerweise das Verprügeln anderer Leute und das Durchsuchen von Mülltonnen nach Cheeseburgern mit Speck. Der American Dream in Person!","Começando do zero, o humilde Mendigo está disposto a prosperar e faz o possível para sobreviver nesse mundo maluco. Isso geralmente envolve espancar pessoas aleatórias por dinheiro e vasculhar barris por cheesburgers de bacon. Uma verdadeira personificação do sonho americano!","Parti de rien, l'humble Clochard veut bien se dresser contre n'importe qui et faire n'importe quoi pour s'en sortir dans se monde de fous. D'habitude, cela implique de tabasser des personnes lambda pour leur piquer leur pognon et de fouiller les poubelles à la recherche de vestiges de cheeseburgers. L'incarnation parfaite du rêve américain !","Начиная с самых низов, бомж готов любой ценой добиваться успеха и устраивать свою жизнь, не оглядываясь на мораль. Избить и ограбить случайного прохожего? Запросто! Покопаться в мусорном баке в поисках недоеденного чизбургера? Легко! Истинное воплощение американской мечты!",무일푼에서 시작한 소박한 빈민가 거주자는 기꺼이 일어나서 미친 세상에서 이를 이루는 데 필요한 무엇이든 할 겁니다. 일반적으로 여기에는 현금을 위해 임의의 사람들을 구타하고 베이컨 치즈버거를 위해 쓰레기통을 닦는 일이 포함됩니다. 아메리칸 드림의 진정한 전형이죠!
